,highly_variable,highly_variable_rank,means,variances,variances_norm,highly_variable_nbatches
FAM212A,True,1334.0,0.022926569144205804,0.030006840303006238,1.1269533701016428,1
FAM212B,False,,0.024509877707163744,0.02945205983262355,0.9665204645431666,0
FAM212B-AS1,False,,0.0038996335425742538,0.0045136912946532395,0.8835602300596828,0
FAM213A,False,,0.22915208298325065,0.27502296993703135,0.9577303927088913,0
FAM213B,False,,0.06805878699375303,0.08238500097780309,0.9035188150758662,0
FAM214A,False,,0.09091712346172873,0.11326296773583813,0.9994721607688686,0
FAM214B,False,,0.04197105365574497,0.0536734478595679,1.004591476147265,0
FAM215B,False,,0.1378161290575817,0.19909854563584453,1.1365120864677274,0
FAM216A,False,,0.019138001706298983,0.02298466056438011,0.9388341802372059,0
FAM216B,False,,0.0004012052702648995,0.00031255863919550317,0.45095651237656986,0
FAM217B,False,,0.0627676900347436,0.07840832977974793,0.9815542790293972,0
FAM218A,False,2133.0,0.0011055890604207382,0.0011879612637071713,1.0116671283690741,1
FAM219A,False,,0.02962638767506001,0.036022418428991954,0.948541066249507,0
FAM219B,False,,0.07246384667121412,0.09401558875812323,1.0036500660655165,0
FAM21A,False,,0.0457048724159027,0.05685118154224823,0.9790773483682895,0
FAM21C,False,,0.04985732928218143,0.06236585447418576,0.985334045709765,0
FAM220A,False,,0.02234161953624629,0.02560415290957218,0.8878515074683092,0
FAM221A,False,,0.04302263468981613,0.050795330286927114,0.8886881186877037,0
FAM221B,False,,0.0017297264698189609,0.002331923580248718,1.1072677651722884,0
FAM222A,False,,0.005228658072321065,0.006335759564375011,0.9547573233233754,0
FAM222B,False,,0.05250672292430247,0.06535127516132208,0.933953972592539,0
FAM225A,False,,0.0015601125102284916,0.0019213622761977368,1.02496051045412,0
FAM225B,False,,0.001792573401844529,0.0019971524191763792,0.48675677285697166,0
FAM227A,False,,0.014747975503788938,0.019946726493678964,1.0997615896594637,0
FAM227B,False,,0.01295733173051371,0.017180740004939927,1.0342859025555209,0
FAM228A,True,234.0,0.0032076207585687434,0.003868615771102627,1.2153428569554836,1
FAM228B,False,,0.03340940644643403,0.040506531449423996,1.0130826889775038,0
FAM229A,False,,0.022765925956045884,0.02984435064545363,0.965361726003136,0
FAM229B,False,,0.04743249239679055,0.054703819551536886,0.9381132149202885,0
FAM231D,False,,0.012251399852383844,0.01874595497725182,1.132874698300699,0
FAM234A,False,,0.0849487776810484,0.09955056717808532,0.9066631918717951,0
FAM234B,False,,0.007081285776231315,0.009183513854521775,1.0159759590230513,0
FAM24B,False,,0.01741404568539609,0.02422717504229029,1.064443976807516,0
FAM25A,False,,0.007803304367924096,0.011711712993220765,0.5214594434454026,0
FAM26E,True,1642.0,0.008852156813779568,0.011000626950851966,1.0906255823596938,1
FAM26F,False,2227.5,0.08832412309555944,0.13989483498710864,1.2284279097293218,2
FAM27C,False,,0.024513513639666064,0.026980609910301847,0.8610422485409718,0
FAM32A,False,,0.22989030491670748,0.26546875265447173,0.9107915282485117,0
FAM35A,False,,0.05927364760219564,0.07318036444903472,0.9602899933256552,0
FAM3A,False,,0.10721127447868677,0.12198316100663995,0.8914659127165134,0
FAM3B,False,,0.02351021707032977,0.023464423290728894,0.7829565995914657,0
FAM3C,False,,0.25653693925768056,0.28418623306005636,0.8891755595338127,0
FAM3D,False,,0.004450718002975699,0.004601056069542052,0.8612550477823824,0
FAM41C,False,,0.014271180224467344,0.016654174415468022,0.9386835699944596,0
FAM43A,False,2430.0,0.07637243936446736,0.11283553139661903,1.1797591580882019,1
FAM43B,True,1475.0,0.0010249972493299368,0.0018367369349612096,0.6403880573576426,1
FAM45A,False,,0.14938200171666152,0.17949738762255216,0.925679208141858,0
FAM46A,False,,0.12326008502902061,0.16199358399840416,1.0375420578016392,0
FAM46B,False,,0.0021415795485428385,0.0017775751128643958,0.6579949263516932,0
FAM46C,False,,0.1984259249974591,0.2807618370636017,1.1303176968904256,0
FAM47E,False,,0.008543806822169334,0.01038618995029034,0.9542930854074974,0
FAM49A,False,,0.06899456768641052,0.08599154771053309,1.0056221096760498,0
FAM49B,False,,0.3960250711730759,0.5127593966249459,1.0528128431915,0
FAM50A,False,,0.20353413942679155,0.25229291593596054,0.9540982554946673,0
FAM50B,False,,0.03648636973699683,0.0404417882257271,0.9113981610623619,0
FAM53A,False,,0.002589961266070573,0.0030663424947410915,0.9414643165277077,0
FAM53B,False,,0.04088558005151473,0.0602338939628578,1.1446950937743745,0
FAM53C,False,,0.1399502184389523,0.1755480063060984,1.0049753058898392,0
FAM57A,False,,0.018389059805517898,0.020363937265377927,0.8344069936359402,0
FAM57B,True,997.0,0.00182916727732643,0.0027004581276587392,1.2463243772668084,1
FAM58A,False,,0.07840392924806194,0.0921726128487541,0.9060845678229308,0
FAM60A,False,,0.12661416268785144,0.16061105553189908,0.9871477375208192,0
FAM63A,False,,0.019801715817774665,0.021688906395578442,0.8787276384150716,0
FAM63B,False,,0.1624667404585169,0.19268396226672505,0.9470597390102209,0
FAM64A,False,,0.008196860718859483,0.009030330578071353,0.8370952196817993,0
FAM65A,False,,0.07002641417190711,0.08799669578560418,1.0043364570267808,0
FAM65B,True,1836.0,0.09676692983232753,0.15678094729363207,1.271738790247086,2
FAM65C,False,,0.01805274716755791,0.022882476426541447,1.0677962175527904,0
FAM66B,False,2929.0,0.0004401586117820372,0.00047300230190610855,0.5974054232865023,1
FAM66C,False,,0.006429246221913897,0.007960597070069892,1.0067291803568543,0
FAM69A,False,,0.024352068095156762,0.027815591361667117,0.8775411251000894,0
FAM69B,False,,0.021550585566334022,0.024811446578330523,0.9173301091733271,0
FAM69C,False,2190.0,0.0019672696298956498,0.0029419171443781722,1.194028638556785,1
FAM71A,False,,0.011151504236716982,0.013185795657416849,0.9323995222729147,0
FAM71D,False,,0.0047778075698684305,0.007042514780745853,1.0128798146138513,0
FAM71E1,False,,0.005233496785001537,0.00558590872841075,0.849103100338638,0
FAM71F2,False,,0.01767957931247468,0.02231592002035861,0.9920751243943815,0
FAM72A,False,,0.012689802996235126,0.013708882974248318,0.8497102123203804,0
FAM72B,False,,0.0031862129552319893,0.003723424657905255,0.9936321455991737,0
FAM72C,False,,0.0036688973440730343,0.0037769137684974434,0.8091514034996758,0
FAM72D,False,,0.00631918536025774,0.008070821598567895,0.9607234063782937,0
FAM73A,False,,0.09098595669643324,0.11463035213886388,0.9816604919813833,0
FAM73B,False,,0.029665037399564127,0.040113465781359645,1.0626997774565963,0
FAM74A6,False,,0.010844468919019041,0.013321803884934745,0.5265033224055152,0
FAM76A,False,,0.07060371486678105,0.09750026110931684,1.0466165806322552,0
FAM76B,False,,0.06261825164643044,0.0812996673724551,1.0066116806331995,0
FAM78A,False,2938.0,0.029815753299423715,0.04329423855044414,1.1341383890022936,1
FAM78B,False,,0.005672714654445998,0.0076306962359850485,1.034421264578939,0
FAM81A,False,,0.008328044925586697,0.009498357281796939,0.833262286303082,0
FAM81B,True,1480.0,0.00046820265802726687,0.0007622536828507152,0.640267562160017,1
FAM83A,False,1999.0,0.023998134203447177,0.03369538768849836,1.1153477760380541,1
FAM83B,False,,0.006598002261119445,0.008432633138322897,0.9588290869307827,0
FAM83D,False,,0.026736453678181855,0.03471390888793517,1.0133602144522826,0
FAM83E,False,,0.0012184871977638854,0.001320823554972391,0.9233836171897658,0
FAM83F,False,2138.0,0.010995610112317722,0.0157815370652714,1.121597076101574,1
FAM83G,False,,0.020028852204962543,0.023768098580503383,0.8809916043450298,0
FAM83H,False,,0.06748969097875984,0.08441190665635748,0.8258908525214035,0
FAM83H-AS1,False,,0.009776108243194187,0.011747135269553493,0.8887177093290788,0
FAM84A,False,,0.03183903098153214,0.04217581283039244,1.0484092802156,0
FAM84B,False,,0.049245772022022634,0.06522188654892594,1.024212780229651,0
FAM85B,False,2164.0,0.0016434207299508416,0.0024690662024931987,1.2355166799159671,2
FAM86B1,False,,0.009138155051891644,0.010955689591359003,0.903423140529561,0
FAM86B2,False,,0.00045688880856072604,0.0006321055874103126,0.548413568237375,0
FAM86C1,False,,0.01058902705652944,0.011073855726779765,0.8184537836052521,0
FAM87B,True,1728.0,0.0014771573415672708,0.00218508045719826,0.6468373347588471,1
FAM89A,False,,0.02724123121918859,0.03522501253556176,0.9500550224100432,0
FAM89B,False,,0.1353870578400561,0.18241014155200888,1.024548249548873,0
FAM8A1,False,,0.06102566429149073,0.07487945473425095,0.9467544566246382,0
FAM90A1,False,,0.001652274823228743,0.0021999517975129575,1.0658596269973823,0
FAM91A1,False,,0.13292461790795373,0.1645580417056818,0.935617416293423,0
FAM92A1,False,,0.0342953893908809,0.035806900604625644,0.8279969712608435,0
FAM92B,False,,0.01913857571632388,0.020137013388347565,0.843892930234252,0
FAM95B1,False,,0.00544203414954206,0.007092727173009272,1.0953619457237989,0
FAM95C,True,1529.0,0.009078883613377229,0.015859284039824496,1.1485824836473335,1
FAM96A,False,,0.2440381614140512,0.2792743142018074,0.8911066596251791,0
FAM96B,False,,0.5958318199916328,0.5985579546373171,0.8741960553610818,0
FAM98A,False,,0.05814325340090621,0.06712705892371268,0.9135106032375446,0
FAM98B,False,,0.06091378231702824,0.07899965909934945,1.0170924978340241,0
FAM98C,False,,0.0914485634860879,0.11307112657546678,0.9735690893115114,0
FAM99A,False,2636.0,0.03259968214874969,0.04498202216664581,1.0171680397700993,1
FAM99B,False,,0.00021289285563483518,0.00015337430957617406,0.4119425823088293,0
FAM9B,False,2451.0,0.0028054817118610747,0.0039916973200318645,0.6139870244903163,1
FAM9C,False,2590.0,0.0016917027993544878,0.002260270211784781,1.150476787466768,1
FAN1,False,,0.021092417297337306,0.026774811879527797,0.988235812211131,0
FANCA,False,,0.028148365984191792,0.03648428074197976,1.0100283248192703,0
FANCB,False,,0.00997980199356187,0.01276435104925279,1.0014367105351503,0
FANCC,False,,0.015236495635980533,0.021146487870229717,1.0360631031902265,0
FANCD2,False,,0.02154740734346228,0.028495234101724304,1.029908336818592,0
FANCE,False,,0.006679031425818142,0.008068216614314975,0.9467032024786783,0
FANCF,False,,0.04015447199656832,0.047223995882984066,0.8911687210340531,0
FANCG,False,,0.022318101404736234,0.02579122823740288,0.8872991228366582,0
FANCI,False,,0.02196271006831977,0.02989598214764678,1.0601531733534977,0
FANCL,False,,0.05728339097212252,0.06855034079261803,0.8930736104660153,0
FANCM,False,,0.014125264447401736,0.01788387956859035,1.0160540481141365,0
FANK1,True,1439.0,0.011469308159685025,0.01813302228362565,1.226243946418132,1
FAP,True,1367.0,0.031447136582267776,0.04545772673039422,1.1939625140542658,1
FAR1,False,,0.10079313436257323,0.13227903248944473,1.014682027193385,0
FAR2,False,,0.01739827096743227,0.02381896379841111,1.0543393415461666,0
FARP1,False,,0.11459846941181731,0.1538851587115864,0.9976659241283696,0
FARP1-AS1,False,2975.0,0.002456308572566562,0.0032820391418772817,1.0707362393635331,1
FARP2,False,,0.040336668146385875,0.0493089287618187,0.9378365671867666,0
FARS2,False,,0.042892067723808214,0.05023570053114244,0.9259082718779397,0
FARSA,False,,0.10517548916913318,0.12042477084775807,0.8896119063443959,0
FARSB,False,,0.05831279411908843,0.06671590921529114,0.8809559371668888,0
FAS,False,,0.06480789863520664,0.08600039612320098,1.0590024652536245,0
FASLG,True,749.0,0.013875508271571402,0.02311675905343345,1.2954603367526012,1
FASN,False,,0.0817388812844518,0.10790799442422085,0.9927030813827007,0
FASTK,False,,0.19553412794099023,0.22155167276104565,0.894435997600254,0
FASTKD1,False,,0.030434086949270075,0.038935478046877706,0.9926891827438016,0
FASTKD2,False,,0.04940236125999144,0.05917169201872593,0.9326119481061785,0
FASTKD3,False,,0.02635451959297389,0.032198503132327964,0.9405886697256305,0
FASTKD5,False,,0.02582537174059389,0.029941195896825066,0.9258668099030629,0
FAT1,False,,0.08078242953505352,0.0990336156926426,0.9401040501354528,0
FAT3,False,,0.004054502721992199,0.005034455605881858,0.9823404385180727,0
FAT4,False,2085.0,0.01588015165121431,0.019489062562284293,1.0308523481136103,1
FATE1,False,,0.0017817451716368488,0.0022154183416955944,1.0072351998272209,0
FAU,False,,2.7963535999248994,0.7017124476707031,0.7165889815214572,0
FAXC,False,,0.0015765781434931496,0.0014408861661528158,0.7609336203539783,0
FAXDC2,False,,0.026838023002457873,0.03131437287615423,0.9303673316210617,0
FBF1,False,,0.012308410874033483,0.01621650040573661,1.0266489634563638,0
FBL,False,,0.38350646754599155,0.43190120465302395,0.9212739965989466,0
FBLIM1,False,,0.09293523757928651,0.11635115974818577,0.9934423520422335,0
FBLL1,False,,0.001065086074627697,0.0014481006404971392,0.48521779179442315,0
FBLN1,False,2005.0,0.04048137150263102,0.06524974832892315,1.18185928573801,1
FBLN2,True,638.5,0.06107177115194757,0.10648840077553855,1.4566821125697098,2
FBLN5,True,666.0,0.06404886254406615,0.11810336234156842,1.4567609024311583,2
FBLN7,False,2628.0,0.02813024861746281,0.04237985504089061,1.1613287164751105,1
FBN1,True,986.0,0.07152886987637855,0.09835127759487303,1.189791081343646,1
FBN2,False,,0.002873516136773747,0.003195890310096145,0.9031974906491247,0
FBP1,False,2479.0,0.0725330506327915,0.09996909239633794,1.0553055000514027,1
FBRS,False,,0.06680498823910645,0.08770674579448592,1.027653819969538,0
FBRSL1,False,,0.04189126143962139,0.05559239381435737,0.9958540235649099,0
FBXL12,False,,0.058179823678980426,0.06985333113698965,0.946429190626946,0
FBXL13,False,,0.00652784285038591,0.007634192503791318,0.9603442412374503,0
FBXL14,False,,0.0032325591365171633,0.0039055371354873177,0.9636924259457684,0
FBXL15,False,,0.15337956460961974,0.17980789125120258,0.9138731760401699,0
FBXL16,True,1320.0,0.0054147883753294015,0.006814159500967602,1.0745467714848975,1
FBXL17,False,,0.05526702000632517,0.07247833317469135,0.9883643996856839,0
FBXL18,False,,0.016045666670689362,0.020762134786471254,1.0031630895281867,0
FBXL19,False,,0.017567711476632292,0.022087087575076103,0.9509680259755356,0
FBXL19-AS1,True,1290.0,0.015201878195978574,0.022110323149282008,1.2296454345377987,1
FBXL2,False,,0.02082211069845439,0.024707093560346997,0.9229939273215676,0
FBXL20,False,,0.05529208932670562,0.07269035133148297,1.0572745253967022,0
FBXL22,False,,0.014040519456655605,0.018714837855743856,1.0467220604019598,0
FBXL3,False,,0.10781779034165075,0.13738230634304036,0.9993879034649907,0
FBXL4,False,,0.039204498038410814,0.047153657187606834,0.925859348278316,0
FBXL5,False,,0.15693458956747267,0.19283466539278832,0.967264147404524,0
FBXL6,False,,0.0351880058238785,0.0456785675087807,0.9262097937883451,0
FBXL7,False,,0.015163778276868569,0.01774811581054582,0.9879355262038898,0
FBXL8,False,,0.02355264164405925,0.02905186750340366,0.9736018520798986,0
FBXO10,False,,0.005199389720697361,0.006294232219410049,0.9580022727539406,0
FBXO11,False,,0.11488837854600717,0.14465714748415462,0.9970296284792473,0
FBXO15,False,,0.0025039603084906475,0.003281447870077652,1.0335403665193879,0
FBXO16,False,,0.007713251098406632,0.007250629037072784,0.6899617186901448,0
FBXO17,False,,0.0449467755623104,0.04831840969026745,0.8349382214700418,0
FBXO18,False,,0.09091856288408524,0.10397389649923992,0.900647278478966,0
FBXO2,False,,0.0885820692288421,0.1162215603372973,1.024326511607687,0
FBXO21,False,,0.14052359524254976,0.1775988484101169,0.9823138894030234,0
FBXO22,False,,0.08601107166035356,0.10188383871606145,0.9229178229695687,0
FBXO24,False,,0.0029465599477653255,0.0038175462170483474,1.0273056456371403,0
FBXO25,False,,0.11050427678981069,0.12428568698721637,0.8902525952855884,0
FBXO27,False,,0.01346169272271837,0.015309944396254632,0.885999320575081,0
FBXO28,False,,0.07468958934170006,0.09334530805964326,0.951603961713834,0
FBXO3,False,,0.1227603135702684,0.15982016249270128,0.9882928931156194,0
FBXO30,False,,0.03641407328261511,0.04482243450252901,0.9498059702826427,0
FBXO31,False,,0.03256121971588851,0.0442785944084088,1.0668612029524849,0
FBXO32,False,,0.08997709052073313,0.11955029572311145,1.0820722220364876,0
FBXO33,False,,0.06478303565282555,0.08877589609295612,1.0649572609810753,0
FBXO34,False,,0.06335967869540568,0.08584570330831488,1.0631004929572714,0
FBXO36,False,,0.009007941512361702,0.010284271235392956,0.8911619149260475,0
FBXO38,False,,0.03894780348637507,0.04821930564003985,0.9699007935265572,0
FBXO39,False,,0.0009626169222070065,0.0008933024024187722,0.8605728481202599,0
FBXO4,False,,0.055263419299006536,0.06727832544250655,0.9263838958401651,0
FBXO41,False,,0.008357681741435748,0.01017173269690425,0.9432724737756287,0
FBXO42,False,,0.04384488071063867,0.05873051005240723,1.0633422876676444,0
FBXO43,False,,0.006757862976754759,0.009023375587024119,1.092687677363371,0
FBXO44,False,,0.06649263049387068,0.08831312454253702,1.0340220257377717,0
FBXO45,False,,0.03900078927371054,0.04982149041132075,0.977730613706353,0
FBXO46,False,,0.020717187019144243,0.02943697336235666,1.022096141019227,0
FBXO48,False,,0.0241889103134111,0.02889789330145725,0.9414831450626893,0
FBXO5,False,,0.02966811255372947,0.041877942462987296,1.0623497412075409,0
FBXO6,False,,0.0594273959266023,0.07248365602264907,0.9508751992834505,0
FBXO7,False,,0.20641759462637418,0.23936328902668724,0.9175548895558424,0
FBXO8,False,,0.1008748982141484,0.12297376042080815,0.9603493219567666,0
FBXO9,False,,0.1282246797885094,0.14922431976439238,0.9266231550183628,0
FBXW10,False,,0.0016011394686776838,0.002154576886066985,0.5879535105180523,0
FBXW11,False,,0.10329866096480397,0.13193036326927068,0.9653231361982628,0
FBXW2,False,,0.12903542834356124,0.1519771974322424,0.9251810091140591,0
FBXW4,False,,0.05321001794549022,0.07250832438318226,1.0465391196117495,0
FBXW5,False,,0.3068546912354442,0.35698330991897115,0.9174062887557404,0
FBXW7,False,,0.12412345092279242,0.1454242223972382,0.9458234251107788,0
FBXW8,False,,0.010133434744993145,0.012480754024459794,0.958579535405774,0
FBXW9,False,,0.020892965158757087,0.024313207017885256,0.8288904263190751,0
FCAMR,False,,0.0006444513307610773,0.00075460503155814,0.5668944751515832,0
FCAR,False,,0.0035244344871997735,0.00449599529835069,0.548297174058301,0
FCER1A,True,786.0,0.01860452109466627,0.03844411220833714,1.5831291813837138,2
FCER1G,True,137.5,0.2454067143505658,0.5812469012085556,1.8978814657661882,2
FCER2,True,1307.5,0.00880602922188319,0.015447320868623734,1.3433957213569616,2
FCF1,False,,0.05966839618105172,0.08275325446682348,1.073288720216436,0
FCGBP,True,608.0,0.00923415870504661,0.018112456931960407,1.4796752479573172,2
FCGR1A,False,2464.5,0.03541518078300155,0.05614049887562159,1.2151588086968654,2
FCGR1B,False,,0.012157214563921416,0.015165825098282567,0.9470717497216925,0
FCGR2A,False,2441.0,0.060368811910304285,0.08793819056982913,1.142217368872453,1
FCGR2B,False,,0.044472226516745414,0.06005149817418557,1.0664701080799621,0
FCGR3A,True,480.5,0.06461913196072248,0.12734203187690912,1.536333541039279,2
FCGR3B,True,689.0,0.0010610897286792934,0.0017674288324785001,0.7364789503020647,1
FCGRT,False,,0.48371390979943873,0.6076596828810682,1.0642277294727722,0
FCHO1,False,,0.030466321294609414,0.037792696197006884,0.9899470501521448,0
FCHO2,False,,0.06868429265162392,0.08100562696067375,0.9292540038267096,0
FCHSD1,False,,0.021032909758306264,0.029172449449227537,1.0760750777778334,0
FCHSD2,False,,0.057974669290130905,0.0642775007489052,0.9022706597157292,0
FCMR,True,1661.5,0.08837384953954398,0.1469301612246502,1.2907927514362976,2
FCN1,True,202.0,0.05390077686999145,0.12600397283059347,1.8095100566292541,2
FCN2,False,2336.0,0.0032230947574878824,0.004627243061565358,0.6178193153738459,1
FCN3,True,453.5,0.04275056313455617,0.07878733058770314,1.5222549608553901,2
FCRL1,True,1578.5,0.0032991571119689303,0.005818435245812152,1.3392308109315645,2
FCRL2,False,,0.01924453310320369,0.023131498758516576,0.9853322611793867,0
FCRL3,True,1182.0,0.007991528295007063,0.014461858011182483,1.4192875050459772,2
FCRL4,True,327.0,0.000580491371282661,0.0011999993278697702,0.7693354000008613,1
FCRL5,False,,0.05774582313986762,0.06586479409550895,0.9264544199162525,0
FCRL6,True,527.0,0.017290818030644882,0.030006808795339103,1.3304895790030458,1
FCRLA,False,,0.009117273440931469,0.013207606440700242,1.1208920975211463,0
FCRLB,False,,0.007770583821859046,0.009396727028312603,0.9751144959811204,0
FDCSP,True,21.0,0.01752693589371679,0.06001433947186523,1.6879740215304258,1
FDFT1,False,,0.16922393191286586,0.20110742763087938,0.9289664322623332,0
FDPS,False,,0.388472146900375,0.45089785643749564,0.9570448483747523,0
FDX1,False,,0.19124545248585528,0.2199025241206895,0.8999222898565515,0
FDX1L,False,,0.08553929754083896,0.10495722769808297,0.9072591850098723,0
FDXACB1,False,,0.012163276381583026,0.01673984010900218,1.0314518902483982,0
FDXR,False,,0.05686774460347898,0.06785153806796904,0.9354199056418362,0
FECH,False,,0.03199042034956511,0.03841527821639363,0.916203447495034,0
FEM1A,False,,0.07407867288766805,0.09471058301348236,1.017347697351212,0
FEM1B,False,,0.08127859548801974,0.09836019385743282,0.9299398437657346,0
FEM1C,False,,0.07311568866182792,0.09557416951017905,1.0097759326518914,0
FEN1,False,,0.05766660727368519,0.07271491316739175,0.9891072680813155,0
FENDRR,True,441.0,0.0023408770067947053,0.0034981203019008263,1.204977695637751,1
FER,False,,0.04526334210509103,0.056830465140198315,1.0001669863117004,0
FER1L5,False,2131.0,0.0023201808470763577,0.0033491100692990506,0.6262200959864205,1
FERMT1,False,,0.04256643448395722,0.056797966994700064,0.8681424011795329,0
FERMT2,False,,0.13053888907406705,0.15996204957328725,0.9950371999884393,0
FERMT3,False,,0.1328193557564003,0.18440476578590434,1.0998381476665808,0
FES,False,,0.04726524250814057,0.05762655583640731,0.9729146290652946,0
FETUB,False,,0.007162189637555682,0.00743612526553382,0.8414827186287258,0
FEZ1,False,,0.04019237499353947,0.047963447422424484,0.9732878533427438,0
FEZ2,False,,0.19339209080379313,0.2225930898335786,0.9178196724124223,0
FFAR1,True,997.0,0.0012550381633337753,0.0018650078039815848,1.2640926248502355,1
FFAR2,False,2680.0,0.006285891167877256,0.008875985971232384,1.1151809294943225,1
FFAR3,True,1209.5,0.007418245217621813,0.012672398978223608,1.3445113967908267,2
FFAR4,False,,0.004654927713464397,0.005831325703976929,0.9840988277890453,0
FGA,True,571.0,0.24913495208029224,0.5483140656826339,1.7261218115441448,2
FGB,True,408.0,0.23689263597171362,0.5304043520268029,1.772285796562804,2
FGD1,False,,0.005895618435948394,0.00744244145563558,0.9977487028485627,0
FGD2,False,,0.03119846009515677,0.04139567328418442,1.0523860773086335,0
FGD3,True,1889.5,0.05014834359363143,0.08288476305452425,1.293571834041071,2
FGD4,False,,0.0839381086646499,0.10786233189837252,1.0071620825286312,0
FGD5,False,,0.03893060129305214,0.04761914786399691,0.9915072906559173,0
FGD5-AS1,False,,0.1780120378593129,0.22372785535000447,0.9745378853845217,0
FGD6,False,,0.04970568514191178,0.05885247971940016,0.9167527258051498,0
FGF1,True,427.0,0.01658141735856098,0.023831155706576276,1.217898576368536,1
FGF10,False,,0.0013104799050793266,0.0015238061684632275,0.509446180068578,0
FGF11,False,2882.0,0.0034858137462814975,0.004565183003089851,1.0112852228578426,1
FGF12,False,,0.019505459299358263,0.02298528530334885,0.9420399470554732,0
FGF13,False,,0.016273497888128038,0.020606831382082587,1.058350369285939,0
FGF13-AS1,True,123.0,0.0014218838708644989,0.001940042922701183,1.2964130028041643,1
FGF14,False,,0.007266719166635093,0.007837430096476371,0.8345641539212751,0
FGF14-AS2,False,,0.011847179735822047,0.013340345437539083,0.9451488071079,0
FGF17,True,578.0,0.0008042771661903482,0.001325450670776683,0.7563949715685275,1
FGF18,False,2566.0,0.017909169894842737,0.022200526962853274,0.9622442415751413,1
FGF19,False,,0.0013544957904527953,0.0014505212501017273,0.8481909578384856,0
FGF2,False,,0.013265416255580188,0.014586830149042098,0.8863038109546002,0
FGF20,False,,0.00016456070671585054,9.505714689606902e-05,0.3919281695905924,0
FGF21,False,,0.01377702338151554,0.015356890422493788,0.8849998607354965,0
FGF22,True,1046.0,0.008545682173735088,0.01365250226237543,1.2109613060545756,1
FGF23,True,1286.0,0.008103004060631,0.010003444934096982,1.1273605306484136,1
FGF4,True,1259.0,0.017039945652318554,0.032247300053934634,0.6530530032981463,1
FGF7,True,788.0,0.03186321562546718,0.052001130100057094,1.273809125200759,1
FGF9,True,1447.0,0.004989545655755059,0.00776536726704623,1.2297385116672546,1
FGFBP1,False,,0.0006404613864114643,0.0004836799221975429,0.8184274179598459,0
FGFBP2,True,424.0,0.010232555030802374,0.021308199510187177,1.6219953900437596,2
FGFBP3,False,2629.0,0.008371419626294556,0.011836048259146238,1.1042040807706766,1
FGFR1,False,2684.0,0.09631317408422542,0.13172111945918435,1.1107680534224265,1
FGFR1OP,False,,0.042101285014697246,0.05234803804669564,0.9692169950120121,0
FGFR1OP2,False,,0.2965103985120072,0.34835740279066635,0.9532463426091233,0
FGFR2,False,,0.06296390096471416,0.09311734593286068,1.0500544454198493,0
FGFR3,False,2691.0,0.050382658198441496,0.07995126373252454,1.0583055786456321,1
FGFR4,False,,0.06304991732453141,0.07580636663716629,0.8626738283051272,0
FGFRL1,False,,0.03377935020286233,0.04593527432784453,0.9696612536654643,0
FGG,True,211.5,0.2745201953462577,0.6720502067465406,1.9276330196153073,2
FGGY,False,,0.08975639147810809,0.12107750066684912,1.0631872952699453,0
FGL1,True,412.5,0.19585716999909575,0.394869788448686,1.5460329575184664,2
FGL2,False,2420.0,0.09909632508544435,0.14772134686655658,1.190155566858117,1
FGR,False,,0.043661197348133514,0.05999583158523503,1.0724547477438438,0
FH,False,,0.09104255107484123,0.09847960095041698,0.8576664166518424,0
FHAD1,False,,0.005191321697233609,0.006522981393845951,0.985559334084329,0
FHDC1,False,,0.002483682344413368,0.002659437429970234,0.8913623692351036,0
FHIT,False,,0.10341399369291882,0.1423369627016389,0.9750714552452685,0
FHL1,False,2531.0,0.09730834065119526,0.13940068254407326,1.17436341417929,1
FHL2,False,,0.11449510600787026,0.1621342808731539,1.1085548890379338,0
FHL3,False,,0.06471080642771901,0.07750079212608446,0.95557880676271,0
FHL5,False,,0.004394180840125205,0.005556804167141038,1.0999209032429786,0
FHOD1,False,,0.05356208100000218,0.07203995401006069,1.0743995853738382,0
FHOD3,False,,0.007658846103468207,0.008401862758496245,0.8667391077960485,0
FIBCD1,True,934.0,0.05775557134184177,0.11259611204078888,1.1964894091890625,1
FIBIN,False,2483.0,0.01036911561738613,0.01453868770872421,1.0959032165798384,1
FIBP,False,,0.2749746279959194,0.29803966282554745,0.8585462254069802,0
FICD,False,,0.02763807390446361,0.03364116970862269,0.939956491771621,0
FIG4,False,,0.027456542684232418,0.034315581510082446,0.9820155173024832,0
FIGF,False,,0.0030317488201579133,0.0036192246015804143,0.9871234367896091,0
FIGN,False,,0.027498333928952446,0.0343486026442728,1.00029551118579,0
FIGNL1,False,,0.02164416353881871,0.02796494451403472,0.9980087887442499,0
FILIP1,True,730.0,0.13359742409655215,0.19312136308924,1.2669412405230132,1
FILIP1L,True,1432.5,0.14327789735374474,0.23076331602767006,1.3075451319333853,2
FIP1L1,False,,0.12276153348381605,0.15316852600116762,0.9920902993997829,0
FIRRE,False,,0.005009636651313257,0.0057302932882762935,0.7998211545982039,0
FIS1,False,,0.690920021680761,0.7207700735359229,0.9507031475379191,0
FITM1,False,2659.0,0.0038368491248691856,0.005004881741404062,1.1077015215593282,1
FITM2,False,,0.021908331267487296,0.02956404403802212,1.0367936817107328,0
FIZ1,False,,0.012753330625354832,0.01600210488110754,0.9576286562941482,0
FJX1,False,,0.020072251032251943,0.02876731874281205,1.093752688919577,0
FKBP10,False,,0.10769550325440681,0.12955252750778898,0.9478205903737118,0
