Cell type,n_low,n_high,mean_low,mean_high,median_low,median_high,delta_mean_high_minus_low,delta_median_high_minus_low,cohen_d,p_wilcox,p_ttest_welch
B cell,5,10,0.8451000272083704,12.665493557230608,0.34662045060658575,1.6083376222336592,11.820393530022237,1.2617171716270734,0.5993770472277078,0.4175423194832435,0.14950964591968036
CAF,5,10,11.078113721896262,5.246967946187779,13.194959229058561,2.425633117184742,-5.831145775708483,-10.76932611187382,-0.8288459141218057,0.12920412920412921,0.1656181094900387
HPC-like,5,10,14.071941585360761,4.462782028643542,5.0359712230215825,1.2857977790765633,-9.60915955671722,-3.750173443945019,-0.7911702386834187,0.1645021645021645,0.3488972373009361
T cell,5,10,18.246904581435842,26.253537565451268,6.449221645663454,20.83288415785238,8.006632984015425,14.383662512188927,0.30828639211194786,0.37096237096237095,0.5754551482559536
TAM,5,10,4.24864361843519,12.173258153248028,2.149740548554485,7.272391932813479,7.9246145348128385,5.122651384258994,0.8405275002894316,0.09923409923409923,0.06714690963843144
TEC,5,10,18.53863284446411,5.796415374046536,16.52078774617068,1.5410263534742557,-12.742217470417575,-14.979761392696425,-0.9034006444889956,0.07525807525807525,0.168912510940871
unclassified,5,10,4.034042183460653,1.453563079718758,0.815418828762046,1.1803492423108983,-2.5804791037418955,0.36493041354885236,-0.605498951289836,1.0,0.48156892429975906
