Rloop_sample_group,celltype,Signature,Score
R-loop-high-enriched,T cell,Cytotoxicity,-0.1472538721601301
R-loop-high-enriched,T cell,Cytotoxicity,1.479823413672085
R-loop-high-enriched,T cell,Cytotoxicity,-0.1576498535564512
R-loop-high-enriched,T cell,Cytotoxicity,0.17714458165758828
R-loop-high-enriched,T cell,Cytotoxicity,-0.10350616480594495
R-loop-high-enriched,T cell,Cytotoxicity,-0.14156055769394074
R-loop-high-enriched,T cell,Cytotoxicity,3.1641574099595844
R-loop-high-enriched,T cell,Cytotoxicity,-0.2157972201854489
R-loop-high-enriched,T cell,Cytotoxicity,-0.126401180407674
R-loop-high-enriched,T cell,Cytotoxicity,-0.17645802067275032
R-loop-high-enriched,T cell,Cytotoxicity,1.1623986440586576
R-loop-high-enriched,T cell,Cytotoxicity,0.9008266218415983
R-loop-high-enriched,T cell,Cytotoxicity,-0.32553863525390625
R-loop-high-enriched,T cell,Cytotoxicity,-0.14266659025364498
R-loop-high-enriched,T cell,Cytotoxicity,-0.13467372779463446
R-loop-high-enriched,T cell,Cytotoxicity,-0.17767873655593514
R-loop-high-enriched,T cell,Cytotoxicity,-0.22490411458605508
R-loop-high-enriched,T cell,Cytotoxicity,-0.16661376697961303
R-loop-high-enriched,T cell,Cytotoxicity,-0.17904137448722304
R-loop-high-enriched,T cell,Cytotoxicity,-0.11616250743036685
R-loop-high-enriched,T cell,Cytotoxicity,-0.1196097306981932
R-loop-high-enriched,T cell,Cytotoxicity,2.704474563525729
R-loop-high-enriched,T cell,Cytotoxicity,-0.1227760187359558
R-loop-high-enriched,T cell,Cytotoxicity,-0.08633434971838093
R-loop-high-enriched,T cell,Cytotoxicity,-0.12416257826380905
R-loop-high-enriched,T cell,Cytotoxicity,-0.18181072987840327
R-loop-high-enriched,T cell,Cytotoxicity,0.23133028265510636
R-loop-high-enriched,T cell,Cytotoxicity,-0.1259865138841712
R-loop-high-enriched,T cell,Cytotoxicity,1.4387804556280246
R-loop-high-enriched,T cell,Cytotoxicity,-0.13589620430732652
R-loop-high-enriched,T cell,Cytotoxicity,-0.20605370511976773
R-loop-high-enriched,T cell,Cytotoxicity,-0.1482547262440557
R-loop-high-enriched,T cell,Cytotoxicity,-0.1990080868520067
R-loop-high-enriched,T cell,Cytotoxicity,0.7708878824714265
R-loop-high-enriched,T cell,Cytotoxicity,-0.1403795070074075
R-loop-high-enriched,T cell,Cytotoxicity,-0.11159044603838969
R-loop-high-enriched,T cell,Cytotoxicity,-0.13992400153424828
R-loop-high-enriched,T cell,Cytotoxicity,0.714458140698108
R-loop-high-enriched,T cell,Cytotoxicity,0.07447276215660359
R-loop-high-enriched,T cell,Cytotoxicity,0.18850936470450938
R-loop-high-enriched,T cell,Cytotoxicity,-0.09864562171757421
R-loop-high-enriched,T cell,Cytotoxicity,-0.11042040566536894
R-loop-high-enriched,T cell,Cytotoxicity,-0.1327249278192935
R-loop-high-enriched,T cell,Cytotoxicity,0.3425284865024382
R-loop-high-enriched,T cell,Cytotoxicity,-0.1409056928245519
R-loop-high-enriched,T cell,Cytotoxicity,-0.11825103504601929
R-loop-high-enriched,T cell,Cytotoxicity,0.1047868220588549
R-loop-high-enriched,T cell,Cytotoxicity,-0.17672577669787964
R-loop-high-enriched,T cell,Cytotoxicity,-0.31770664074747856
R-loop-high-enriched,T cell,Cytotoxicity,1.4929053675200001
R-loop-high-enriched,T cell,Cytotoxicity,1.8882377367525425
R-loop-high-enriched,T cell,Cytotoxicity,-0.17586703603482964
R-loop-high-enriched,T cell,Cytotoxicity,-0.08990682008673116
R-loop-high-enriched,T cell,Cytotoxicity,-0.10585089591035875
R-loop-high-enriched,T cell,Cytotoxicity,1.101240122540397
R-loop-high-enriched,T cell,Cytotoxicity,-0.1382874071000013
R-loop-high-enriched,T cell,Cytotoxicity,-0.2081310182909503
R-loop-high-enriched,T cell,Cytotoxicity,-0.08811492664758179
R-loop-high-enriched,T cell,Cytotoxicity,-0.23840444303276548
R-loop-high-enriched,T cell,Cytotoxicity,-0.19455067050895564
R-loop-high-enriched,T cell,Cytotoxicity,-0.11844051960718671
R-loop-high-enriched,T cell,Cytotoxicity,2.95428219470349
R-loop-high-enriched,T cell,Cytotoxicity,-0.12161462841225308
R-loop-high-enriched,T cell,Cytotoxicity,-0.15493798654613686
R-loop-high-enriched,T cell,Cytotoxicity,-0.09201617543912652
R-loop-high-enriched,T cell,Cytotoxicity,-0.153791752946018
R-loop-high-enriched,T cell,Cytotoxicity,-0.29370313663546455
R-loop-high-enriched,T cell,Cytotoxicity,-0.16934520504546405
R-loop-high-enriched,T cell,Cytotoxicity,-0.18062503521259016
R-loop-high-enriched,T cell,Cytotoxicity,0.2333127079657032
R-loop-high-enriched,T cell,Cytotoxicity,-0.2604526787697272
R-loop-high-enriched,T cell,Cytotoxicity,-0.14419052991580006
R-loop-high-enriched,T cell,Cytotoxicity,1.604287257333492
R-loop-high-enriched,T cell,Cytotoxicity,0.13515014370491332
R-loop-high-enriched,T cell,Cytotoxicity,0.322287535359856
R-loop-high-enriched,T cell,Cytotoxicity,2.8890595169541258
R-loop-high-enriched,T cell,Cytotoxicity,0.17129977901074173
R-loop-high-enriched,T cell,Cytotoxicity,-0.1478290111324859
R-loop-high-enriched,T cell,Cytotoxicity,-0.14725633448980324
R-loop-high-enriched,T cell,Cytotoxicity,-0.11675054492759067
R-loop-high-enriched,T cell,Cytotoxicity,-0.1594922885448239
R-loop-high-enriched,T cell,Cytotoxicity,-0.11535875454395511
R-loop-high-enriched,T cell,Cytotoxicity,0.6103984857368743
R-loop-high-enriched,T cell,Cytotoxicity,0.6208213905483926
R-loop-high-enriched,T cell,Cytotoxicity,0.07097197467495936
R-loop-high-enriched,T cell,Cytotoxicity,-0.1613763662484976
R-loop-high-enriched,T cell,Cytotoxicity,-0.16717376198656983
R-loop-high-enriched,T cell,Cytotoxicity,-0.18595551966026078
R-loop-high-enriched,T cell,Cytotoxicity,1.7781489550412357
R-loop-high-enriched,T cell,Cytotoxicity,0.1683381534454302
R-loop-high-enriched,T cell,Cytotoxicity,-0.07856440464389763
R-loop-high-enriched,T cell,Cytotoxicity,-0.18999166074006454
R-loop-high-enriched,T cell,Cytotoxicity,-0.1865158336218384
R-loop-high-enriched,T cell,Cytotoxicity,-0.21571370510751986
R-loop-high-enriched,T cell,Cytotoxicity,-0.15532859113304112
R-loop-high-enriched,T cell,Cytotoxicity,-0.15034928848113505
R-loop-high-enriched,T cell,Cytotoxicity,-0.15886533858385374
R-loop-high-enriched,T cell,Cytotoxicity,1.1755805856237216
R-loop-high-enriched,T cell,Cytotoxicity,1.3025766615086176
R-loop-high-enriched,T cell,Cytotoxicity,-0.1924462972277383
R-loop-high-enriched,T cell,Cytotoxicity,-0.12662095289963943
R-loop-high-enriched,T cell,Cytotoxicity,-0.20040939484152906
R-loop-high-enriched,T cell,Cytotoxicity,-0.18879162587449702
R-loop-high-enriched,T cell,Cytotoxicity,0.13466910420566783
R-loop-high-enriched,T cell,Cytotoxicity,-0.12977320693408367
R-loop-high-enriched,T cell,Cytotoxicity,-0.1084913426019675
R-loop-high-enriched,T cell,Cytotoxicity,1.5195729063847847
R-loop-high-enriched,T cell,Cytotoxicity,-0.10430422116282792
R-loop-high-enriched,T cell,Cytotoxicity,0.32313842313231544
R-loop-high-enriched,T cell,Cytotoxicity,1.965031859411102
R-loop-high-enriched,T cell,Cytotoxicity,-0.1541923727080176
R-loop-high-enriched,T cell,Cytotoxicity,-0.15357050050461174
R-loop-high-enriched,T cell,Cytotoxicity,-0.177849415552656
R-loop-high-enriched,T cell,Cytotoxicity,-0.12298457678345134
R-loop-high-enriched,T cell,Cytotoxicity,-0.1357359232312461
R-loop-high-enriched,T cell,Cytotoxicity,-0.40401946102895064
R-loop-high-enriched,T cell,Cytotoxicity,-0.12144188258958899
R-loop-high-enriched,T cell,Cytotoxicity,-0.15667952980883545
R-loop-high-enriched,T cell,Cytotoxicity,1.6804433850882101
R-loop-high-enriched,T cell,Cytotoxicity,-0.22200900176695756
R-loop-high-enriched,T cell,Cytotoxicity,0.13895915833831804
R-loop-high-enriched,T cell,Cytotoxicity,-0.12846845288739156
R-loop-high-enriched,T cell,Cytotoxicity,-0.15623257231951557
R-loop-high-enriched,T cell,Cytotoxicity,-0.22538747117670882
R-loop-high-enriched,T cell,Cytotoxicity,2.6832847412955063
R-loop-high-enriched,T cell,Cytotoxicity,-0.16599647496456288
R-loop-high-enriched,T cell,Cytotoxicity,-0.17124394190351303
R-loop-high-enriched,T cell,Cytotoxicity,0.1812241454473023
R-loop-high-enriched,T cell,Cytotoxicity,-0.15148312112559442
R-loop-high-enriched,T cell,Cytotoxicity,-0.1531915824150162
R-loop-high-enriched,T cell,Cytotoxicity,1.946390763459112
R-loop-high-enriched,T cell,Cytotoxicity,-0.12754885568267924
R-loop-high-enriched,T cell,Cytotoxicity,-0.1701841577638352
R-loop-high-enriched,T cell,Cytotoxicity,-0.24250477054047345
R-loop-high-enriched,T cell,Cytotoxicity,-0.1292072921293635
R-loop-high-enriched,T cell,Cytotoxicity,-0.14642812416306308
R-loop-high-enriched,T cell,Cytotoxicity,-0.14383184630735263
R-loop-high-enriched,T cell,Cytotoxicity,-0.12506160927456758
R-loop-high-enriched,T cell,Cytotoxicity,-0.1778184641962466
R-loop-high-enriched,T cell,Cytotoxicity,0.1353466279530605
R-loop-high-enriched,T cell,Cytotoxicity,-0.15244103115936586
R-loop-high-enriched,T cell,Cytotoxicity,1.4236545467057755
R-loop-high-enriched,T cell,Cytotoxicity,0.8880695943563564
R-loop-high-enriched,T cell,Cytotoxicity,-0.14039731743343697
R-loop-high-enriched,T cell,Cytotoxicity,-0.14380070357817074
R-loop-high-enriched,T cell,Cytotoxicity,-0.13017599558750523
R-loop-high-enriched,T cell,Cytotoxicity,-0.12498647632407504
R-loop-high-enriched,T cell,Cytotoxicity,-0.10718308005444581
R-loop-high-enriched,T cell,Cytotoxicity,-0.14704897571168216
R-loop-high-enriched,T cell,Cytotoxicity,-0.09912966087111662
R-loop-high-enriched,T cell,Cytotoxicity,-0.14167985948033157
R-loop-high-enriched,T cell,Cytotoxicity,-0.16157256161488817
R-loop-high-enriched,T cell,Cytotoxicity,-0.13467620288249244
R-loop-high-enriched,T cell,Cytotoxicity,-0.1488461191438911
R-loop-high-enriched,T cell,Cytotoxicity,-0.18428104617523908
R-loop-high-enriched,T cell,Cytotoxicity,-0.1306628479208037
R-loop-high-enriched,T cell,Cytotoxicity,0.5795750886814137
R-loop-high-enriched,T cell,Cytotoxicity,1.3756737688541183
R-loop-high-enriched,T cell,Cytotoxicity,-0.09202857001569359
R-loop-high-enriched,T cell,Cytotoxicity,-0.11972017830430863
R-loop-high-enriched,T cell,Cytotoxicity,-0.20729038149218096
R-loop-high-enriched,T cell,Cytotoxicity,-0.1961201951655257
R-loop-high-enriched,T cell,Cytotoxicity,-0.15111679536443093
R-loop-high-enriched,T cell,Cytotoxicity,0.14425862661344377
R-loop-high-enriched,T cell,Cytotoxicity,1.9182115428139022
R-loop-high-enriched,T cell,Cytotoxicity,1.3925284528299433
R-loop-high-enriched,T cell,Cytotoxicity,0.17000447399469296
R-loop-high-enriched,T cell,Cytotoxicity,-0.1399741029260948
R-loop-high-enriched,T cell,Cytotoxicity,-0.231717112869722
R-loop-high-enriched,T cell,Cytotoxicity,-0.1497479314389436
R-loop-high-enriched,T cell,Cytotoxicity,0.4573788405945583
R-loop-high-enriched,T cell,Cytotoxicity,-0.17944112669265389
R-loop-high-enriched,T cell,Cytotoxicity,-0.11563998321227006
R-loop-high-enriched,T cell,Cytotoxicity,-0.17163600092348846
R-loop-high-enriched,T cell,Cytotoxicity,-0.13868120123311428
R-loop-high-enriched,T cell,Cytotoxicity,-0.3844451649133178
R-loop-high-enriched,T cell,Cytotoxicity,-0.17101207465232415
R-loop-high-enriched,T cell,Cytotoxicity,-0.15142263457129232
R-loop-high-enriched,T cell,Cytotoxicity,-0.16151956411508414
R-loop-high-enriched,T cell,Cytotoxicity,-0.17710200281047503
R-loop-high-enriched,T cell,Cytotoxicity,-0.16495488399645955
R-loop-high-enriched,T cell,Cytotoxicity,3.5183091471198638
R-loop-high-enriched,T cell,Cytotoxicity,-0.16496708082116168
R-loop-high-enriched,T cell,Cytotoxicity,-0.16777159776974682
R-loop-high-enriched,T cell,Cytotoxicity,-0.16103259695812214
R-loop-high-enriched,T cell,Cytotoxicity,-0.15331700813012777
R-loop-high-enriched,T cell,Cytotoxicity,-0.1789692014356122
R-loop-high-enriched,T cell,Cytotoxicity,-0.09335868095474498
R-loop-high-enriched,T cell,Cytotoxicity,-0.12196277376002691
R-loop-high-enriched,T cell,Cytotoxicity,0.1140366571119284
R-loop-high-enriched,T cell,Cytotoxicity,-0.16674263740463002
R-loop-high-enriched,T cell,Cytotoxicity,-0.1687200539885556
R-loop-high-enriched,T cell,Cytotoxicity,-0.10392900932592691
R-loop-high-enriched,T cell,Cytotoxicity,0.1846733111487697
R-loop-high-enriched,T cell,Cytotoxicity,-0.13538313390419235
R-loop-high-enriched,T cell,Cytotoxicity,0.027899222913907007
R-loop-high-enriched,T cell,Cytotoxicity,-0.1195551384252848
R-loop-high-enriched,T cell,Cytotoxicity,-0.13807563398992737
R-loop-high-enriched,T cell,Cytotoxicity,-0.15898795749830164
R-loop-high-enriched,T cell,Cytotoxicity,0.20612825928153575
R-loop-high-enriched,T cell,Cytotoxicity,-0.09849469877007015
R-loop-high-enriched,T cell,Cytotoxicity,-0.12062093167001986
R-loop-high-enriched,T cell,Cytotoxicity,0.3351925640543625
R-loop-high-enriched,T cell,Cytotoxicity,2.544608428269781
R-loop-high-enriched,T cell,Cytotoxicity,-0.18368210042998145
R-loop-high-enriched,T cell,Cytotoxicity,-0.22419777044085754
R-loop-high-enriched,T cell,Cytotoxicity,-0.15184508358754442
R-loop-high-enriched,T cell,Cytotoxicity,-0.14814749370051866
R-loop-high-enriched,T cell,Cytotoxicity,0.15706436143101432
R-loop-high-enriched,T cell,Cytotoxicity,-0.14831819821360917
R-loop-high-enriched,T cell,Cytotoxicity,-0.12775951883067255
R-loop-high-enriched,T cell,Cytotoxicity,-0.16058928830966504
R-loop-high-enriched,T cell,Cytotoxicity,0.3048963093381719
R-loop-high-enriched,T cell,Cytotoxicity,-0.19181573670045987
R-loop-high-enriched,T cell,Cytotoxicity,-0.13523381210888508
R-loop-high-enriched,T cell,Cytotoxicity,-0.1626749836082841
R-loop-high-enriched,T cell,Cytotoxicity,-0.14394169427878084
R-loop-high-enriched,T cell,Cytotoxicity,-0.20023510527849994
R-loop-high-enriched,T cell,Cytotoxicity,2.965457221849991
R-loop-high-enriched,T cell,Cytotoxicity,-0.06354502929891631
R-loop-high-enriched,T cell,Cytotoxicity,-0.15149177117491247
R-loop-high-enriched,T cell,Cytotoxicity,0.1826326116898159
R-loop-high-enriched,T cell,Cytotoxicity,-0.1516826846527814
R-loop-high-enriched,T cell,Cytotoxicity,0.2054837009750709
R-loop-high-enriched,T cell,Cytotoxicity,0.10544948582437352
R-loop-high-enriched,T cell,Cytotoxicity,-0.16641709956038356
R-loop-high-enriched,T cell,Cytotoxicity,-0.11339663502364652
R-loop-high-enriched,T cell,Cytotoxicity,0.05601769227247971
R-loop-high-enriched,T cell,Cytotoxicity,-0.12312600126234584
R-loop-high-enriched,T cell,Cytotoxicity,-0.16465395669075955
R-loop-high-enriched,T cell,Cytotoxicity,-0.17593212829385713
R-loop-high-enriched,T cell,Cytotoxicity,-0.22628962794275187
R-loop-high-enriched,T cell,Cytotoxicity,1.429290811125878
R-loop-high-enriched,T cell,Cytotoxicity,-0.09261012635502129
R-loop-high-enriched,T cell,Cytotoxicity,0.47417237048962446
R-loop-high-enriched,T cell,Cytotoxicity,-0.1470576257610002
R-loop-high-enriched,T cell,Cytotoxicity,0.16509214270018074
R-loop-high-enriched,T cell,Cytotoxicity,-0.18371802747847643
R-loop-high-enriched,T cell,Cytotoxicity,2.757126987236741
R-loop-high-enriched,T cell,Cytotoxicity,-0.16362002063355716
R-loop-high-enriched,T cell,Cytotoxicity,0.4959144460146814
R-loop-high-enriched,T cell,Cytotoxicity,1.0989317581862055
R-loop-high-enriched,T cell,Cytotoxicity,-0.19276625974521192
R-loop-high-enriched,T cell,Cytotoxicity,0.16261717980408064
R-loop-high-enriched,T cell,Cytotoxicity,0.9727921333258311
R-loop-high-enriched,T cell,Cytotoxicity,-0.1617073773540382
R-loop-high-enriched,T cell,Cytotoxicity,-0.19886613928753397
R-loop-high-enriched,T cell,Cytotoxicity,-0.15977310895122412
R-loop-high-enriched,T cell,Cytotoxicity,-0.18039034840255277
R-loop-high-enriched,T cell,Cytotoxicity,-0.16075274617376933
R-loop-high-enriched,T cell,Cytotoxicity,0.1877752551039155
R-loop-high-enriched,T cell,Cytotoxicity,-0.11808586758514711
R-loop-high-enriched,T cell,Cytotoxicity,1.6014240654928513
R-loop-high-enriched,T cell,Cytotoxicity,-0.15141426520204065
R-loop-high-enriched,T cell,Cytotoxicity,0.2303830271865327
R-loop-high-enriched,T cell,Cytotoxicity,-0.12341742372034385
R-loop-high-enriched,T cell,Cytotoxicity,-0.1721417481285274
R-loop-high-enriched,T cell,Cytotoxicity,-0.17035612533722433
R-loop-high-enriched,T cell,Cytotoxicity,-0.17256072691850438
R-loop-high-enriched,T cell,Cytotoxicity,0.5636952678609338
R-loop-high-enriched,T cell,Cytotoxicity,-0.19786938058094036
R-loop-high-enriched,T cell,Cytotoxicity,-0.11445493921388351
R-loop-high-enriched,T cell,Cytotoxicity,1.3896785358806234
R-loop-high-enriched,T cell,Cytotoxicity,-0.12057303744414977
R-loop-high-enriched,T cell,Cytotoxicity,-0.31630959399169106
R-loop-high-enriched,T cell,Cytotoxicity,-0.12081911731324467
R-loop-high-enriched,T cell,Cytotoxicity,-0.12886396937545724
R-loop-high-enriched,T cell,Cytotoxicity,-0.1256834687197886
R-loop-high-enriched,T cell,Cytotoxicity,-0.1860927594545294
R-loop-high-enriched,T cell,Cytotoxicity,-0.09971166374691354
R-loop-high-enriched,T cell,Cytotoxicity,0.3844380239750059
R-loop-high-enriched,T cell,Cytotoxicity,0.17914788972460022
R-loop-high-enriched,T cell,Cytotoxicity,-0.12693410254641121
R-loop-high-enriched,T cell,Cytotoxicity,-0.17174361621257056
R-loop-high-enriched,T cell,Cytotoxicity,-0.14028790324029317
R-loop-high-enriched,T cell,Cytotoxicity,-0.15604909686340537
R-loop-high-enriched,T cell,Cytotoxicity,0.18805229794848097
R-loop-high-enriched,T cell,Cytotoxicity,0.1818014664110019
R-loop-high-enriched,T cell,Cytotoxicity,-0.23503885938969743
R-loop-high-enriched,T cell,Cytotoxicity,-0.17868848309469063
R-loop-high-enriched,T cell,Cytotoxicity,-0.16819534812085205
R-loop-high-enriched,T cell,Cytotoxicity,0.026109433663956516
R-loop-high-enriched,T cell,Cytotoxicity,-0.16872650963008204
R-loop-high-enriched,T cell,Cytotoxicity,-0.1563799038379886
R-loop-high-enriched,T cell,Cytotoxicity,-0.14744584456734036
R-loop-high-enriched,T cell,Cytotoxicity,-0.15520043516637488
R-loop-high-enriched,T cell,Cytotoxicity,-0.12684270291025423
R-loop-high-enriched,T cell,Cytotoxicity,-0.16582426498566183
R-loop-high-enriched,T cell,Cytotoxicity,-0.14758020101183633
R-loop-high-enriched,T cell,Cytotoxicity,-0.14866186543850596
R-loop-high-enriched,T cell,Cytotoxicity,-0.19648368860965587
R-loop-high-enriched,T cell,Cytotoxicity,-0.08552939756259471
R-loop-high-enriched,T cell,Cytotoxicity,-0.16758051843547503
R-loop-high-enriched,T cell,Cytotoxicity,0.19541744187979734
R-loop-high-enriched,T cell,Cytotoxicity,0.18609696623815403
R-loop-high-enriched,T cell,Cytotoxicity,2.293209551625769
R-loop-high-enriched,T cell,Cytotoxicity,-0.1244551106838877
R-loop-high-enriched,T cell,Cytotoxicity,-0.2005597628079928
R-loop-high-enriched,T cell,Cytotoxicity,-0.3489090782344142
R-loop-high-enriched,T cell,Cytotoxicity,-0.16948364410910718
R-loop-high-enriched,T cell,Cytotoxicity,-0.15037483036717444
R-loop-high-enriched,T cell,Cytotoxicity,-0.09921272303348401
R-loop-high-enriched,T cell,Cytotoxicity,-0.22795515890845944
R-loop-high-enriched,T cell,Cytotoxicity,0.19771421325873145
R-loop-high-enriched,T cell,Cytotoxicity,0.4454877514390358
R-loop-high-enriched,T cell,Cytotoxicity,-0.109922925764103
R-loop-high-enriched,T cell,Cytotoxicity,-0.17609910741697585
R-loop-high-enriched,T cell,Cytotoxicity,-0.14098724314201636
R-loop-high-enriched,T cell,Cytotoxicity,1.99365242804515
R-loop-high-enriched,T cell,Cytotoxicity,-0.15007983561742266
R-loop-high-enriched,T cell,Cytotoxicity,0.16626578259001037
R-loop-high-enriched,T cell,Cytotoxicity,-0.11328352095690061
R-loop-high-enriched,T cell,Cytotoxicity,-0.15081612322242763
R-loop-high-enriched,T cell,Cytotoxicity,0.11055366126077343
R-loop-high-enriched,T cell,Cytotoxicity,-0.20858783785714752
R-loop-high-enriched,T cell,Cytotoxicity,-0.17423812202785327
R-loop-high-enriched,T cell,Cytotoxicity,1.5621868170908177
R-loop-high-enriched,T cell,Cytotoxicity,-0.05377480497328334
R-loop-high-enriched,T cell,Cytotoxicity,-0.12079596120776939
R-loop-high-enriched,T cell,Cytotoxicity,2.6092694096171107
R-loop-high-enriched,T cell,Cytotoxicity,0.105330713388741
R-loop-high-enriched,T cell,Cytotoxicity,0.07949204280851452
R-loop-high-enriched,T cell,Cytotoxicity,-0.11101746319927101
R-loop-high-enriched,T cell,Cytotoxicity,0.38817814828332275
R-loop-high-enriched,T cell,Cytotoxicity,-0.14908328104178642
R-loop-high-enriched,T cell,Cytotoxicity,-0.06352901988432727
R-loop-high-enriched,T cell,Cytotoxicity,-0.15658414961901
R-loop-high-enriched,T cell,Cytotoxicity,-0.15296946241704118
R-loop-high-enriched,T cell,Cytotoxicity,-0.2358574500450721
R-loop-high-enriched,T cell,Cytotoxicity,3.022075266685431
R-loop-high-enriched,T cell,Cytotoxicity,-0.167882759834213
R-loop-high-enriched,T cell,Cytotoxicity,-0.10523648724508126
R-loop-high-enriched,T cell,Cytotoxicity,-0.13491929733633595
R-loop-high-enriched,T cell,Cytotoxicity,-0.14842874788520327
R-loop-high-enriched,T cell,Cytotoxicity,-0.13709412131421142
R-loop-high-enriched,T cell,Cytotoxicity,-0.10787119275351433
R-loop-high-enriched,T cell,Cytotoxicity,-0.16350763378334685
R-loop-high-enriched,T cell,Cytotoxicity,-0.09724618918122256
R-loop-high-enriched,T cell,Cytotoxicity,-0.18230961318000105
R-loop-high-enriched,T cell,Cytotoxicity,-0.10712635716466999
R-loop-high-enriched,T cell,Cytotoxicity,-0.17039748737245897
R-loop-high-enriched,T cell,Cytotoxicity,-0.16540510758109714
R-loop-high-enriched,T cell,Cytotoxicity,-0.15335385376793087
R-loop-high-enriched,T cell,Cytotoxicity,-0.18427075032007734
R-loop-high-enriched,T cell,Cytotoxicity,-0.15418038001427284
R-loop-high-enriched,T cell,Cytotoxicity,0.7782214705134145
R-loop-high-enriched,T cell,Cytotoxicity,0.1765527196666355
R-loop-high-enriched,T cell,Cytotoxicity,0.35475076537808903
R-loop-high-enriched,T cell,Cytotoxicity,-0.21389246146415786
R-loop-high-enriched,T cell,Cytotoxicity,-0.10643085109748968
R-loop-high-enriched,T cell,Cytotoxicity,0.15180611906584748
R-loop-high-enriched,T cell,Cytotoxicity,0.1446564613320414
R-loop-high-enriched,T cell,Cytotoxicity,-0.13629993706642585
R-loop-high-enriched,T cell,Cytotoxicity,-0.22435510437624112
R-loop-high-enriched,T cell,Cytotoxicity,-0.08260337804073474
R-loop-high-enriched,T cell,Cytotoxicity,0.09160801513424002
R-loop-high-enriched,T cell,Cytotoxicity,-0.16016453006195783
R-loop-high-enriched,T cell,Cytotoxicity,-0.15700848684661764
R-loop-high-enriched,T cell,Cytotoxicity,-0.1269647987391239
R-loop-high-enriched,T cell,Cytotoxicity,0.0922783448601589
R-loop-high-enriched,T cell,Cytotoxicity,-0.16031036887280517
R-loop-high-enriched,T cell,Cytotoxicity,0.5430053461697246
R-loop-high-enriched,T cell,Cytotoxicity,-0.1517518467727712
R-loop-high-enriched,T cell,Cytotoxicity,0.2025049506222524
R-loop-high-enriched,T cell,Cytotoxicity,0.12095883492926804
R-loop-high-enriched,T cell,Cytotoxicity,-0.1324151846078726
R-loop-high-enriched,T cell,Cytotoxicity,-0.12873770162014658
R-loop-high-enriched,T cell,Cytotoxicity,0.2990021654366877
R-loop-high-enriched,T cell,Cytotoxicity,-0.16179085415741273
R-loop-high-enriched,T cell,Cytotoxicity,-0.13339082851856449
R-loop-high-enriched,T cell,Cytotoxicity,-0.16593871866181542
R-loop-high-enriched,T cell,Cytotoxicity,-0.13123419771226352
R-loop-high-enriched,T cell,Cytotoxicity,0.5510487062077858
R-loop-high-enriched,T cell,Cytotoxicity,-0.1773031738689512
R-loop-high-enriched,T cell,Cytotoxicity,-0.1603013743524966
R-loop-high-enriched,T cell,Cytotoxicity,-0.1771503052982598
R-loop-high-enriched,T cell,Cytotoxicity,0.3143414325595642
R-loop-high-enriched,T cell,Cytotoxicity,-0.19960348582188023
R-loop-high-enriched,T cell,Cytotoxicity,-0.18312981136666492
R-loop-high-enriched,T cell,Cytotoxicity,1.3425837242028043
R-loop-high-enriched,T cell,Cytotoxicity,-0.18568874601536373
R-loop-high-enriched,T cell,Cytotoxicity,-0.1475313754384733
R-loop-high-enriched,T cell,Cytotoxicity,-0.16193019905217915
R-loop-high-enriched,T cell,Cytotoxicity,0.12054190918183819
R-loop-high-enriched,T cell,Cytotoxicity,0.8500514725321966
R-loop-high-enriched,T cell,Cytotoxicity,0.2897018076299311
R-loop-high-enriched,T cell,Cytotoxicity,2.1209784324124734
R-loop-high-enriched,T cell,Cytotoxicity,-0.095908327644884
R-loop-high-enriched,T cell,Cytotoxicity,-0.08442445582769388
R-loop-high-enriched,T cell,Cytotoxicity,-0.14545555497491638
R-loop-high-enriched,T cell,Cytotoxicity,-0.06048225160426518
R-loop-high-enriched,T cell,Cytotoxicity,0.6111508017228771
R-loop-high-enriched,T cell,Cytotoxicity,-0.16124253288957985
R-loop-high-enriched,T cell,Cytotoxicity,-0.09825022005317204
R-loop-high-enriched,T cell,Cytotoxicity,1.2198088058602905
R-loop-high-enriched,T cell,Cytotoxicity,-0.14527052302025634
R-loop-high-enriched,T cell,Cytotoxicity,-0.13480636188417772
R-loop-high-enriched,T cell,Cytotoxicity,-0.15169850480197664
R-loop-high-enriched,T cell,Cytotoxicity,-0.15313835526788513
R-loop-high-enriched,T cell,Cytotoxicity,0.1091447927937004
R-loop-high-enriched,T cell,Cytotoxicity,0.11929493826425536
R-loop-high-enriched,T cell,Cytotoxicity,0.09865921704437647
R-loop-high-enriched,T cell,Cytotoxicity,0.024818309003863642
R-loop-high-enriched,T cell,Cytotoxicity,-0.11664305722035692
R-loop-high-enriched,T cell,Cytotoxicity,-0.12318463787984689
R-loop-high-enriched,T cell,Cytotoxicity,3.4004891500823873
R-loop-high-enriched,T cell,Cytotoxicity,-0.13051078311575695
R-loop-high-enriched,T cell,Cytotoxicity,-0.17344731869904892
R-loop-high-enriched,T cell,Cytotoxicity,-0.17543985373200383
R-loop-high-enriched,T cell,Cytotoxicity,-0.15745344130091843
R-loop-high-enriched,T cell,Cytotoxicity,-0.17722218491161945
R-loop-high-enriched,T cell,Cytotoxicity,-0.1113860088845958
R-loop-high-enriched,T cell,Cytotoxicity,1.3036011068432511
R-loop-high-enriched,T cell,Cytotoxicity,-0.12223553099361152
R-loop-high-enriched,T cell,Cytotoxicity,-0.17014747798243493
