names,scores,logfoldchanges,pvals,pvals_adj,minus_log10_padj,direction
AP001058.3,-1.3311857,8.452843,0.18312791726430588,0.2815450027946447,0.550452176644659,NS
KLK6,-1.342915,-0.60170597,0.17929949679458423,0.2767492797981944,0.5579135006392197,NS
CACNB4,-1.3493854,-1.7508464,0.1772132166995255,0.27399349633452386,0.5622597457181164,NS
EGFL6,-1.3494948,,0.1771781006907004,0.27399349633452386,0.5622597457181164,NS
ZNF572,-1.3559084,-2.471667,0.17512831158469389,0.2712304689622356,0.5666615251335257,NS
LBX2,-1.3567876,-0.7905521,0.17484870825292653,0.2709510328684035,0.5671091891129552,NS
PADI4,-1.3670988,,0.1715943201986102,0.2663611833992063,0.5745290642758006,NS
SHISA2,-1.3671231,6.3826528,0.1715867017122784,0.2663611833992063,0.5745290642758006,NS
IGLC5,-1.3680065,6.662965,0.17131006839582985,0.2663611833992063,0.5745290642758006,NS
C19orf33,-1.3695298,-0.817601,0.17083372421619358,0.26587910940484094,0.5753157846188649,NS
RPS18,-1.3751413,-0.04406244,0.16908766144778864,0.2636686592895882,0.5789414891162867,NS
CCDC181,-1.3765106,,0.16866358576461327,0.26315757641857423,0.5797841219438233,NS
TUBB4A,-1.3846421,-1.196563,0.16616190595224178,0.25940247260658544,0.5860258885669808,NS
HEMGN,-1.4035873,,0.160441763765383,0.2513342308526527,0.599748357973263,NS
ZNF365,-1.4135866,,0.15748330618434148,0.24712486645354448,0.6070835523712582,NS
RRS1-AS1,-1.4184688,-1.2541986,0.1560539447107474,0.2451672432143964,0.6105375563459715,NS
CTC-498J12.1,-1.4308869,-0.97730935,0.15246264120705377,0.2406285013158122,0.6186529338078972,NS
GRID1,-1.4353517,-2.3367307,0.15118690089998643,0.2388910429489664,0.6218001335099106,NS
BCAS1,-1.4461288,,0.14814105237518835,0.2346210754139215,0.6296329789005187,NS
IQCJ-SCHIP1,-1.453758,,0.14601340805602633,0.23151980894315957,0.6354118446172534,NS
TMEM108,-1.4577609,,0.14490643997493394,0.2299334719534364,0.6383978028648879,NS
CTB-133G6.1,-1.4586563,4.521235,0.1446597108733248,0.22990711466313168,0.6384475889258967,NS
FADS2,-1.4608928,-0.40281582,0.14404485257109986,0.2291965854538409,0.6397918567290858,NS
ANKRD29,-1.4610711,-0.60875773,0.14399592847804976,0.2291965854538409,0.6397918567290858,NS
FLJ22447,-1.5126152,,0.13037741767681058,0.20866497076335472,0.6805504511790884,NS
CTD-3001H11.2,-1.5139887,-0.97344124,0.13002869630301375,0.20839872190641148,0.681104948859533,NS
DYNC1I1,-1.5169909,-1.0384786,0.12926896799602475,0.20749871948598098,0.6829845790573749,NS
MEAF6,-1.5259936,-0.33423585,0.12701146960604487,0.2039949059163519,0.6903806774762643,NS
ID2,-1.5278614,-0.34099093,0.12654697078051116,0.20348810750131024,0.6914609672617547,NS
ZMYND10,-1.5401012,,0.12353570163337142,0.19934999224002997,0.7003837769070907,NS
BEST4,-1.5412599,,0.12325354618286054,0.19901222705175828,0.7011202402838554,NS
RP11-387H17.4,-1.541349,-2.0936878,0.1232318627775184,0.19901222705175828,0.7011202402838554,NS
MAS1,-1.5438286,,0.12262986303297152,0.19823951822844862,0.702809766410811,NS
ODAM,-1.5465918,-0.6681963,0.12196171660478437,0.19739301526319367,0.7046682188716547,NS
RP1-67K17.4,-1.5494603,,0.12127111245798936,0.19662473545117323,0.7063618486899432,NS
VGF,-1.5519723,,0.12066886171535042,0.19576444786599603,0.7082661761567078,NS
GSTA2,-1.5550109,-0.47101676,0.11994346392700411,0.19481899134873676,0.7103687094905693,NS
RNF212,-1.5664486,,0.11724364739749085,0.19100157703634169,0.7189630469127255,NS
C2orf72,-1.5807749,-0.39080307,0.11392951343083797,0.1861575542422544,0.7301193354909358,NS
SLC22A18AS,-1.5899599,-0.6230144,0.11184385970552409,0.18318790450569053,0.7371032052306843,NS
RP11-286E11.1,-1.6005993,-1.6815009,0.10946570431160618,0.1795079857018656,0.7459162263663853,NS
FOXP3,-1.6007532,-1.2896231,0.1094315865391129,0.1795079857018656,0.7459162263663853,NS
ARPC1A,-1.610161,0.0044652186,0.10736271576394679,0.17648311640619896,0.7532968358985257,NS
SELL,-1.6169069,-1.6614869,0.1058983872236048,0.174390834174134,0.7584763449321443,NS
MIA2,-1.6303986,-2.239666,0.10301727872752871,0.17005631751275435,0.769407229594446,NS
RP11-388C12.1,-1.6304108,-1.8108804,0.10301471152429222,0.17005631751275435,0.769407229594446,NS
IL17RD,-1.6317276,,0.10273689899579441,0.16990145766132586,0.7698028951065008,NS
MICALCL,-1.6351714,,0.10201312937971635,0.16901144297476353,0.7720838903416065,NS
RP11-403P17.3,-1.6356251,,0.1019180654446768,0.16895640460852973,0.7722253408324182,NS
TM6SF2,-1.6392149,-0.872218,0.10116852502451612,0.16801970235074654,0.7746397889854097,NS
MTRNR2L10,-1.6477717,-0.40181735,0.09939951524564312,0.1653833591054184,0.7815081913510163,NS
RP4-616B8.4,-1.6480473,-0.9754836,0.09934297123282565,0.1653833591054184,0.7815081913510163,NS
RP1-142L7.8,-1.6588366,,0.09714871951200776,0.1620331512251558,0.7903961217460526,NS
B2M,-1.66743,-0.21771753,0.09542893086745186,0.15945678234243332,0.7973570037258226,NS
TAPBP,-1.6729361,-0.42718354,0.0943398760513492,0.15773350145182743,0.8020760558755909,NS
ATP5EP2,-1.6731791,-0.5812087,0.09429202475919529,0.15773350145182743,0.8020760558755909,NS
IL17D,-1.688567,,0.09130242394692821,0.15331175305655062,0.8144245503514296,NS
CCL17,-1.7131723,7.865045,0.08668084634908271,0.14609011241560393,0.8353791767327494,NS
RP5-1009E24.8,-1.7270813,,0.08415305318780429,0.1422686518001741,0.846890784033913,NS
PACRG,-1.7352251,-1.2625885,0.08270095569743689,0.14024767905983712,0.8531043170938752,NS
SEPT5,-1.7406582,,0.08174351157939136,0.1387963167401474,0.8576220586697366,NS
MLC1,-1.7504063,,0.08004823341646647,0.13617171462875866,0.8659130940119677,NS
MME,-1.7560663,-0.56873226,0.07907708349043129,0.13460348417187432,0.8709436983807266,NS
SMCO2,-1.7591698,-2.5320299,0.0785486659081332,0.13387083921461004,0.8733140140814053,NS
PMF1-BGLAP,-1.7731235,,0.07620825085589841,0.13020696769125356,0.8853657749928923,NS
RORB,-1.7872635,5.727879,0.07389491650534052,0.12657110463485285,0.8976654296264515,NS
CLEC4C,-1.7872716,5.809284,0.073893607458723,0.12657110463485285,0.8976654296264515,NS
VWF,-1.8094296,-1.3086636,0.070384283027398,0.12078508871284634,0.9179866773824914,NS
PROK2,-1.8237357,5.7587833,0.06819203196535102,0.11717020838323207,0.9311827976991224,NS
CEMIP,-1.8243678,,0.06809648784638273,0.11707967576860767,0.931518488938105,NS
LYZ,-1.8325357,-0.26580322,0.06687163781966056,0.1151903091783598,0.9385840560464322,NS
GSG2,-1.856983,,0.06331357617911074,0.10954571888621313,0.9604045902659792,NS
PCDHA10,-1.8757255,5.0413404,0.06069297360741775,0.10527822469553352,0.9776614471669944,NS
ADD2,-1.8783915,5.056594,0.06032762725601582,0.10477754460485392,0.979731783183907,NS
CCL3L3,-1.9109864,-1.1495897,0.05600632509593667,0.09758244908297128,1.0106282863480316,NS
CXCR2,-1.9129839,,0.05575011942417296,0.09731803420037718,1.011806672291068,NS
TDGF1,-1.9192963,-1.094932,0.05494685749215785,0.09610423474300592,1.0172574751306276,NS
BNIPL,-1.921873,,0.054621738519214105,0.09565807027852112,1.0192783844492423,NS
CTB-113P19.5,-1.923449,,0.05442367626800255,0.09537234353058562,1.0205775455620971,NS
ARHGEF38,-1.9237489,,0.054386066527158924,0.09536760831334928,1.0205991087290884,NS
IGLV4-69,-1.9291334,,0.05371429918852017,0.09425013833207264,1.0257180037024165,NS
NPC2,-1.935466,-0.16143227,0.052933131173590116,0.09293914805028804,1.0318013129068018,NS
SIGLEC15,-1.9380064,-1.6892906,0.052622443483602864,0.09245306469273507,1.034078687997688,NS
PEBP4,-1.9466281,,0.05157933259529024,0.0907371131038847,1.0422150423831757,NS
FAM96A,-1.9756982,-0.17467028,0.04818896961154907,0.08493694514758199,1.0709033629521925,NS
CDHR2,-1.9838054,,0.047277538289064086,0.08343813605020871,1.0786354063091226,NS
PTGFR,-1.9845307,-1.3270535,0.04719671711226692,0.08334934140317596,1.0790978274628087,NS
MAB21L3,-1.9945138,,0.04609594307917058,0.08156354695096764,1.088503896335067,NS
LINC01572,-1.999015,,0.04560672964969631,0.08080258456742563,1.092574747574186,NS
RP11-426C22.7,-2.0012596,-3.0304356,0.045364422723568415,0.08042543989668326,1.0946065549932331,NS
RP11-379F4.4,-2.010797,,0.04434690381291075,0.07872671855350791,1.103877850219408,NS
RP11-677M14.7,-2.0113075,,0.04429298761883175,0.07872671855350791,1.103877850219408,NS
AC007038.7,-2.0381937,2.5810044,0.0415305604830576,0.07406102561338992,1.1304102780393217,NS
IGHV4-39,-2.0401871,,0.0413316917599669,0.07375452768662936,1.1322113138045522,NS
CNR1,-2.0579736,2.807364,0.03959267340864791,0.0708364006237237,1.1497435145199246,NS
CCNI2,-2.0767121,,0.0378281411877673,0.06785717775770207,1.1684042070213594,NS
RP11-536O18.1,-2.0780087,,0.037708568702454114,0.06768712857759832,1.1694939091462768,NS
AP005530.2,-2.0781868,3.7554264,0.03769215265959885,0.06768712857759832,1.1694939091462768,NS
FAM83H-AS1,-2.085674,,0.03700814834628498,0.06656106733512215,1.176779722564127,NS
STRA6,-2.1136584,4.4671082,0.03454445431293885,0.06233517119085134,1.205266843483505,NS
ACACB,-2.1500416,-0.739811,0.03155192867209152,0.05719964773201994,1.2426066458312937,NS
RP11-996F15.5,-2.1612644,,0.030674920457701753,0.05568364298368186,1.254272359677022,NS
CCL4L2,-2.1650283,-0.9128218,0.030385516262694062,0.055194967041010755,1.2581005216543015,NS
RBP7,-2.1938756,-0.9937732,0.02824435810335851,0.051339711469311676,1.2895465764054774,NS
LINC00880,-2.209859,,0.0271149488985247,0.04938536026051299,1.3064017737556142,NS
RP11-950C14.3,-2.2181444,4.431357,0.02654498280831372,0.048411811103012736,1.3150486699446957,High-up
GRM3,-2.2238247,3.6682138,0.026160234844066547,0.047741991712752035,1.3210994669418625,High-up
CCDC107,-2.2256763,-0.32679293,0.026035867343493828,0.04754678448023071,1.3228788484366036,Low-up
CCDC154,-2.2321265,,0.02560660554322164,0.04682546609376273,1.3295178910281813,NS
RP11-509J21.2,-2.2359025,3.3875663,0.02535815612195332,0.04640219861029904,1.333461441391254,High-up
SLITRK4,-2.238139,5.1144686,0.025211991663411194,0.0461966205395301,1.335389793593568,High-up
CD207,-2.2403917,8.625133,0.025065505789045366,0.04595903477561875,1.3376291008720127,High-up
IGFBP7,-2.2533405,-1.2748743,0.024237686852295957,0.04459081513836536,1.3507545884968086,Low-up
ERMN,-2.278922,4.4464903,0.022671692462767356,0.04185071878937866,1.3782970785648658,High-up
MUT,-2.3081625,-0.5633163,0.02099010624208469,0.03885160586272044,1.4105910256943481,Low-up
ADGRF3,-2.312672,4.8066235,0.020740691045744004,0.03844204066280368,1.4151935662409592,High-up
SLC2A9,-2.3260825,-1.0949492,0.02001414954437931,0.03719636500356754,1.4294994992586045,Low-up
GNG8,-2.351024,4.706045,0.018721825898280264,0.03487028762395491,1.4575444703762084,High-up
VSTM1,-2.351591,4.1971498,0.018693305110163497,0.03486014304502844,1.4576708351394205,High-up
ODF3L1,-2.3539574,,0.018574742269887097,0.03466270210473467,1.4601375852044851,NS
CTA-14H9.5,-2.3835015,7.0904174,0.017148817493356377,0.03208943109030796,1.4936379823912556,High-up
BCAN,-2.3890927,,0.01689004412594938,0.031713814812435535,1.4987515141273733,NS
NUGGC,-2.3949673,-1.1234425,0.0166218432179178,0.031253183531556386,1.505105737687318,Low-up
LA16c-390H2.4,-2.4204195,,0.015502615812871856,0.029209066483286833,1.5344823227811857,NS
HHIP,-2.4239929,4.3254213,0.015350906260125021,0.028963173965926493,1.5381538471587288,High-up
AMT,-2.4318893,-0.5139162,0.015020292827123425,0.02835897719675273,1.5473094365995688,Low-up
HNRNPH1,-2.4323757,-0.46224058,0.015000143476838625,0.028341788287917762,1.5475727504515717,Low-up
CTC-366B18.4,-2.4475002,6.009141,0.014385107472765373,0.027272806117692575,1.5642701749028212,High-up
KRT7,-2.4487886,-0.51458794,0.014333757679679896,0.027194323597837137,1.5655217388852196,Low-up
RP11-467P9.1,-2.4849124,,0.01295833263325098,0.02465331807384518,1.6081246210445965,NS
RP11-471B22.3,-2.5083508,,0.01212962008339206,0.02317351193554343,1.635008144084487,NS
RP4-548D19.3,-2.5323684,,0.011329486239058786,0.02167517955539818,1.664037296177213,NS
PHGR1,-2.5364566,-1.3437489,0.011198064710225705,0.021438761589584184,1.668800305282609,Low-up
NEFL,-2.5644042,2.9190335,0.01033530794493159,0.019856583196591494,1.7020954802378687,High-up
RP11-19D2.1,-2.5668838,-1.4002477,0.010261697755369982,0.019729034671126525,1.7048941639753457,Low-up
AJ011932.1,-2.568529,,0.010213122686757413,0.019649472662127642,1.706649100403118,NS
PLPP3,-2.5733461,-0.76938945,0.010072042543409715,0.019405373927077106,1.712077984312701,Low-up
ABCA8,-2.575295,-0.8620864,0.01001546457898688,0.019323622337423838,1.7139114589921634,Low-up
C1orf115,-2.5883045,-0.5950131,0.009644966882868365,0.018635112817536333,1.7296679736702607,Low-up
DKK3,-2.5899372,-0.86095756,0.00959934086556493,0.018560084391170125,1.7314200534115434,Low-up
AK5,-2.6230752,4.23111,0.008714004757009139,0.016896139812738797,1.7722125054170124,High-up
MT-ND3,-2.633289,-0.26958242,0.008456231499257389,0.016431311846352197,1.7843277618912776,Low-up
DGKI,-2.6398609,5.810014,0.008294007748238321,0.016127565244261278,1.792431192486752,High-up
TRO,-2.6409953,4.5818086,0.008266287191276662,0.016085111543139487,1.7935759231112802,High-up
CDC42BPG,-2.6476722,,0.008104805335527758,0.015782129847941435,1.8018343877684937,NS
AC074183.4,-2.6520925,3.9312284,0.007999461354722098,0.015588108716904973,1.8072065739476517,High-up
KCNAB3,-2.654953,,0.00793194699504346,0.015467579721954838,1.8105776368909035,NS
CYP17A1-AS1,-2.6696358,,0.007593354571999686,0.014864112756010598,1.8278610088719978,NS
CAGE1,-2.7040863,,0.00684924749363055,0.013461974210502636,1.8708912457691054,NS
C1orf220,-2.7177646,,0.006572459348780158,0.012927256256923968,1.8884936420897063,NS
SCN3A,-2.7332578,3.9148004,0.006271123454525185,0.01239703999838119,1.9066819975656764,High-up
TPM1,-2.7517653,-0.11752322,0.005927497574684804,0.011734727082636873,1.9305270064388962,NS
LRCOL1,-2.7528512,-1.5543696,0.005907874593068102,0.01170436068764471,1.9316523032326993,Low-up
SLCO1C1,-2.7678177,3.1919835,0.005643301293038653,0.011204577857980813,1.9506045012353992,High-up
RP11-374A4.1,-2.7777765,,0.005473225598988891,0.010882716402065248,1.9632626881688744,NS
RP11-1277A3.3,-2.7853975,,0.005346214232845774,0.010645668574442168,1.9728270585964265,NS
RP11-105N14.1,-2.7964299,,0.005167061486587501,0.010311476976886086,1.9866791235651347,NS
IGKV1D-8,-2.8216064,3.0421803,0.004778378127902338,0.009563757542438964,2.0193714425223424,High-up
FBXL5,-2.8276756,-0.6921428,0.004688728158529644,0.009418827447869843,2.02600315926825,Low-up
TMCC2,-2.8362854,3.816526,0.004564165787853225,0.009182106724900597,2.037057663675635,High-up
SIGLEC5,-2.8608904,3.6761189,0.004224529437492455,0.008523939751277243,2.0693596286176557,High-up
AC114730.3,-2.8619602,,0.004210298951401045,0.008501505347544461,2.070504167668293,NS
C8B,-2.8623288,-0.492036,0.004205403832301101,0.008497901826809621,2.0706882904648065,Low-up
CACNA2D2,-2.8896487,,0.0038567270567135123,0.007822255619110107,2.1066679960858714,NS
RP11-403I13.5,-2.9070137,-0.976188,0.003648972978846453,0.007428460639499634,2.1291011734580985,Low-up
NEU4,-2.921972,-0.84897554,0.0034782275526133916,0.007096727164854209,2.148941890991482,Low-up
CTC-250I14.6,-2.9228554,,0.003468376690428221,0.007081917128736846,2.1498491595805724,NS
HOGA1,-2.9325953,-1.5329493,0.003361417640060243,0.006878946061906055,2.162478095857624,Low-up
IGFL2,-2.9369183,,0.0033149141223199857,0.006788864604331485,2.168202852715809,NS
AOC1,-2.942708,,0.0032535512698284867,0.006673081861761293,2.175673547426594,NS
RP11-253E3.3,-2.9472823,2.8488345,0.0032058045385730846,0.006580208865050088,2.181760321051837,High-up
IGHV1-18,-2.9480278,3.2700462,0.0031980837579118284,0.006569296862116628,2.1824811122126095,High-up
RPL27A,-2.9911568,-0.23319994,0.002779227888663328,0.005721816572590966,2.242466068723772,NS
IGHV1-24,-3.0007913,3.4386888,0.002692789655307169,0.005556420950377028,2.2552048598565415,High-up
LEFTY1,-3.0163414,4.971751,0.0025584506517709643,0.005303252792593531,2.2754576706729184,High-up
RP11-320M2.1,-3.0177188,,0.0025468504162447243,0.005283215897631425,2.2771016415874974,NS
RP11-384C4.7,-3.0203888,3.7433429,0.002524503299910092,0.005244823585820815,2.2802691150954097,High-up
ANKRD34A,-3.0340872,6.7104006,0.002412646442066637,0.005023894877839979,2.2989594565422897,High-up
CYP4F35P,-3.0344357,3.555637,0.0024098613233041206,0.005021923062751226,2.299129945083579,High-up
SDK2,-3.0394273,4.443385,0.002370284611804143,0.004946995843734849,2.305658454512265,High-up
FDPS,-3.0477896,-0.09592073,0.002305312150795245,0.004818755008395264,2.3170651532187585,NS
SMIM24,-3.0830708,-1.0845356,0.0020487640721617265,0.004305556496266029,2.36597070770905,Low-up
NBEAL1,-3.1200454,-0.55385464,0.0018082312042356525,0.003817687519298147,2.4181996218298045,Low-up
RP11-90D4.3,-3.1203778,,0.0018061927870872696,0.003816333096923759,2.4183537262523904,NS
ADGRB2,-3.122456,,0.0017934881115715872,0.0037924222297318704,2.4210833164198378,NS
PSMB8,-3.1277192,-0.57004607,0.0017616842351206542,0.003728056801200331,2.4285174792955395,Low-up
SIX4,-3.1725297,,0.0015111715976130092,0.0032028865823729566,2.4944584398943053,NS
TFPI,-3.2019198,-0.34485742,0.0013651503843478136,0.002902405330769048,2.5372419369623858,Low-up
RP11-59C5.3,-3.2125998,,0.0013153949766176092,0.0028009813531717134,2.5526897823729993,NS
CATSPERB,-3.2154033,4.4224086,0.0013026134532926547,0.0027759282015565774,2.5565917709517056,High-up
SLC26A10,-3.2426908,3.2240255,0.0011840666764828679,0.0025331794519586493,2.596334043436905,High-up
ASIC1,-3.2610037,,0.00111018534494766,0.002376979907834645,2.6239744892661077,NS
RP11-393N21.2,-3.2685316,-1.1585401,0.0010810707683055062,0.0023164590894201123,2.6351753653921826,Low-up
CD302,-3.2765498,-0.65463877,0.0010508380080007866,0.002255215583549214,2.6468119361493803,Low-up
DNAH8,-3.2816467,,0.001032028527041781,0.0022165895722312465,2.6543147142000794,NS
SCARNA2,-3.290479,4.5901866,0.0010001694604271547,0.002149852844915017,2.6675912660511765,High-up
RP11-944C7.1,-3.3027797,,0.0009573158323339038,0.002060982548413101,2.6859256856395057,NS
RPS25,-3.3034036,-0.3199859,0.0009551880928088246,0.0020580235564303696,2.6865496585487203,Low-up
S100A5,-3.3083222,3.6040716,0.0009385676114275519,0.0020254081472512414,2.6934874473934793,High-up
RP11-722E23.2,-3.3114824,,0.00092803068484347,0.0020058384738863605,2.6977040427633954,NS
GPR42,-3.3132246,3.3125815,0.0009222688379476484,0.0019949631554021974,2.700065120805943,High-up
RP11-10A14.4,-3.3157284,-1.114897,0.0009140458947674476,0.0019803119623351836,2.7032663891078212,Low-up
DNASE1L3,-3.3219922,-1.5293272,0.0008937718780023413,0.001939463678079743,2.7123183493752157,Low-up
WNT10B,-3.3332312,3.1776786,0.0008584354940563432,0.0018657484246316068,2.7291469164094773,High-up
IGF2,-3.3371532,-1.3544778,0.000846412759392021,0.0018410825307794596,2.7349267428057464,Low-up
MT1H,-3.3718996,-1.6809597,0.0007465167747970652,0.0016315870629964656,2.7873897469020883,Low-up
TMEM9B-AS1,-3.3744683,,0.0007395845445205495,0.0016177301646358216,2.7910939164583253,NS
CD163,-3.40336,-1.1322541,0.0006656251335797824,0.0014606328232449521,2.835458944147813,Low-up
MIEN1,-3.4420526,-0.30804116,0.0005773180750916941,0.0012688921811347612,2.8965752787150256,Low-up
RP11-295I5.3,-3.4482312,,0.0005642707885178024,0.0012412140050166152,2.90615333277598,NS
FAM178B,-3.4583926,3.2518678,0.0005434089637690435,0.0011982189580444125,2.921463813347772,High-up
SEPT7-AS1,-3.4799428,,0.0005015206757253411,0.001106748373248491,2.955951107695374,NS
NR1H4,-3.489764,-0.77474195,0.00048344744236629276,0.00106859094866077,2.9711885087637526,Low-up
C6orf3,-3.4922597,3.8428884,0.00047895236584810847,0.0010595124400785687,2.974893939731139,High-up
FABP4,-3.4945812,-1.804956,0.00047480609437919254,0.0010511914504408055,2.9783181799774834,Low-up
RP11-171I2.5,-3.5432324,3.637663,0.00039525398927800536,0.0008793435657227285,3.055841409857615,High-up
CEBPA-AS1,-3.5445817,-1.0912546,0.0003932365703110338,0.0008755683048816172,3.057709968054491,Low-up
RP11-429E11.3,-3.5491316,2.9170973,0.00038650379618818315,0.0008619823438254012,3.0645016298339085,High-up
CDH3,-3.6909733,,0.0002233976243651998,0.0005039820889890387,3.297584897664488,NS
SLC35G5,-3.7147276,3.167527,0.00020342266845724372,0.0004592981241530494,3.3379053283065336,High-up
HIST1H2AM,-3.7997055,4.9280996,0.00014486820191025274,0.00033064321438497113,3.4806403856634702,High-up
PPP1CB,-3.8003416,-0.5789577,0.00014449682156599845,0.00033007133488152825,3.481392190432888,Low-up
TIGD4,-3.8456988,,0.00012020931505044751,0.00027574462528784436,3.5594929439125393,NS
TPSAB1,-3.8689306,4.6413713,0.0001093137406351027,0.0002513847974874584,3.599660989843948,High-up
ANKDD1B,-3.8800359,,0.00010444101152951395,0.00024058418507473197,3.6187329246292474,NS
MESTIT1,-3.8938396,,9.866986353631464e-05,0.00022748191323308995,3.6430531277775304,NS
HR,-3.9130077,5.4702606,9.115362366526082e-05,0.00021140212211671693,3.6748906574308897,High-up
AZU1,-3.93,3.2231982,8.49458556541559e-05,0.00019801371812897092,3.7033047213478714,High-up
TLL1,-3.9516394,3.1427293,7.761761104225964e-05,0.00018201829473601144,3.739884958698489,High-up
EIF1AY,-3.956789,-0.8860584,7.596396141205505e-05,0.0001782934214585347,3.74886468081211,Low-up
ATP2B2,-3.9601316,-1.0982395,7.49084760665202e-05,0.0001759672885758669,3.7545680578185907,Low-up
CTC-459F4.1,-3.9628217,4.90244,7.406905914734498e-05,0.00017414515455296597,3.759088604927737,High-up
LCN2,-3.984919,-0.79194653,6.75031124951146e-05,0.00015939369346296722,3.7975288658032427,Low-up
IGHV4-4,-3.9860291,3.225045,6.718823099136389e-05,0.00015878741095882884,3.79918393243688,High-up
AC016700.5,-3.9953804,-0.91630965,6.459048742403698e-05,0.00015291266173524177,3.8155565519056984,Low-up
SYN1,-3.9996305,5.0119762,6.344148524519642e-05,0.00015058395976531418,3.8222212868100796,High-up
KIAA1549L,-4.004318,8.103303,6.219663517286615e-05,0.00014775757155849594,3.830450255273633,High-up
INSR,-4.030852,-0.5555372,5.557506966177972e-05,0.00013237235424235587,3.8782027071445397,Low-up
ARMC12,-4.0773354,,4.555472489439539e-05,0.00010907581806440683,3.96227152113715,NS
PLPP4,-4.0942225,3.4268599,4.2358733517970366e-05,0.0001016907381116828,3.992718600372831,High-up
CCL22,-4.0959973,3.389553,4.203551503568257e-05,0.00010100354184475355,3.9956633967454547,High-up
RP11-403A3.3,-4.115842,,3.8576894742431185e-05,9.285645500997533e-05,4.032187900456555,NS
MYO16,-4.1189127,,3.806640958003519e-05,9.170849292121353e-05,4.0375904434136825,NS
MYO1A,-4.135289,,3.545077448251565e-05,8.548236177072617e-05,4.068123487328928,NS
ADK,-4.147529,-0.6109236,3.360827440978934e-05,8.125469529871192e-05,4.090151533937956,Low-up
LINC01483,-4.160044,5.20506,3.1818569059082055e-05,7.72696272616997e-05,4.111991182728149,High-up
RP11-596C23.6,-4.195901,4.7196326,2.7178910373294924e-05,6.612002060537999e-05,4.1796670197587655,High-up
E2F1,-4.2173457,-0.7922086,2.4719467672950284e-05,6.024405502453183e-05,4.220085803482192,Low-up
LMAN2,-4.236927,-0.23840043,2.265996369736247e-05,5.537300610124711e-05,4.2567018987791,NS
RP4-561L24.3,-4.2622333,,2.023940051833366e-05,4.968018168561327e-05,4.303816824568292,NS
FIGF,-4.2874746,,1.8071592392722313e-05,4.4559197127181736e-05,4.351062642932531,NS
RP11-791G15.2,-4.30924,3.306685,1.638167777582305e-05,4.0538717104663564e-05,4.392129999184729,High-up
HBB,-4.3506064,-0.55590594,1.3576165734600106e-05,3.3657064234961425e-05,4.472923768400619,Low-up
ILDR1,-4.3601193,4.8885856,1.2999153075746049e-05,3.225584577923543e-05,4.4913915660024815,High-up
TMCO1,-4.372055,-0.316815,1.2308234903393002e-05,3.0569179778245166e-05,4.514716213958274,Low-up
RP1-224A6.3,-4.3789024,4.750941,1.1927850854873977e-05,2.9651399941324573e-05,4.527954797327054,High-up
RP11-356I2.1,-4.3857903,3.2669466,1.155655105465424e-05,2.8754551440177944e-05,4.541293402838469,High-up
AC000068.5,-4.4056835,,1.0545090808316397e-05,2.6285755555036857e-05,4.580279535150509,NS
COX7A2L,-4.4467015,-0.23138131,8.719886834884207e-06,2.1815687575919097e-05,4.6612310945854,NS
TMEM100,-4.4585886,-1.8609432,8.250100461536905e-06,2.065927998251038e-05,4.684884818589469,Low-up
GADD45B,-4.471935,-0.822438,7.7515090927872e-06,1.9464267317550215e-05,4.71076193954067,Low-up
RP11-21A7A.3,-4.477477,,7.553026316320298e-06,1.8983319131726824e-05,4.721627851204366,NS
ERN2,-4.47817,4.235852,7.528560394008151e-06,1.8939251377928425e-05,4.722637191587248,High-up
CCDC73,-4.478632,,7.512291898161232e-06,1.891574328642994e-05,4.723176588611118,NS
LINC00449,-4.4804673,,7.447977598067118e-06,1.878843471645371e-05,4.726109399906028,NS
PAQR9-AS1,-4.4823394,-0.99612606,7.3829280091263235e-06,1.8641552052618405e-05,4.729517932120064,Low-up
AOX1,-4.5465484,-0.98379123,5.453279740142786e-06,1.385893976750706e-05,4.858269992720857,Low-up
ST20,-4.5698533,-0.8431807,4.880659592611077e-06,1.243839739460211e-05,4.905235572017927,Low-up
RP11-54C4.3,-4.608043,,4.0647591835972864e-06,1.036874144686068e-05,4.9842739548794475,NS
SLC5A2,-4.6128163,,3.972497289886516e-06,1.0142862239224263e-05,4.9938394730801825,NS
ATP10B,-4.653255,5.7621665,3.2673594535411647e-06,8.350258210546736e-06,5.078300094853908,High-up
RP11-307B6.3,-4.6613054,-2.3866978,3.1421011799662716e-06,8.03765957272271e-06,5.094870391876119,Low-up
ATRAID,-4.6878147,-0.32802418,2.761376976442699e-06,7.096972624309929e-06,5.148926870004884,Low-up
BPIFA2,-4.6925917,,2.6976563406999203e-06,6.952827474332248e-06,5.157838546951949,NS
CTD-2006K23.1,-4.696728,3.2024715,2.6436173140303326e-06,6.819983476799687e-06,5.166216677534638,High-up
AC093375.1,-4.7211957,3.313046,2.3446214008365785e-06,6.07732985491986e-06,5.216287191119559,High-up
LINC01023,-4.776735,-1.1400927,1.7816452805222792e-06,4.653398572071574e-06,5.3322297477594365,Low-up
NXPH3,-4.7785983,3.9631891,1.7652129584574696e-06,4.61489167703905e-06,5.335838488487759,High-up
RP1-8B1.4,-4.805035,3.2225137,1.5472442412489096e-06,4.060587192211356e-06,5.391411159551427,High-up
TRAM1,-4.813519,-0.4101594,1.4829548368883683e-06,3.895608283056752e-06,5.409424719416558,Low-up
