names,scores,logfoldchanges,pvals,pvals_adj,minus_log10_padj,direction
ATXN1L,4.9485703,0.82126915,7.476063228681208e-07,2.0024122294859863e-06,5.698446510991692,High-up
STAMBP,4.93879,0.08071321,7.860893757665107e-07,2.099311998625716e-06,5.6779230120073585,NS
WASH1,4.912029,0.23535359,9.013870511922993e-07,2.4001846236426525e-06,5.6197553508111575,NS
ZFP36L2,4.890321,0.49972773,1.006718321869889e-06,2.6754420771872924e-06,5.572604446980977,High-up
JUNB,4.8814964,0.5228317,1.052838717480562e-06,2.789869424012508e-06,5.5544161228045015,High-up
NOTCH2NL,4.880439,0.9957487,1.0585001037978857e-06,2.8021533755579686e-06,5.552508097338787,High-up
TAZ,4.859407,0.27500987,1.1773777649575245e-06,3.1108279050908674e-06,5.507124013943278,High-up
RP11-277B15.3,4.851057,2.4121532,1.2280532871552707e-06,3.2384571240426637e-06,5.489661848468029,High-up
ZNF331,4.838639,1.1444311,1.3073139380955573e-06,3.4441481956384403e-06,5.462918169888726,High-up
EEF2,4.8339796,0.20932478,1.3383039285452588e-06,3.5223953109688317e-06,5.4531619056832445,NS
RGMB,4.7935243,1.6486815,1.6387644420374614e-06,4.2966453509082e-06,5.366870491906036,High-up
SLF2,4.7892623,0.3232984,1.673956119799434e-06,4.384705771133321e-06,5.358059543976487,High-up
LRG1,4.7822976,0.23111533,1.7330287329290052e-06,4.535090515672455e-06,5.343414040452889,NS
FAT1,4.770783,0.25280222,1.835111615679938e-06,4.788466985709256e-06,5.319803502495566,High-up
FADS3,4.7705684,0.23690167,1.837069156027633e-06,4.7890008914766155e-06,5.319755082113095,NS
CHEK2,4.759443,1.1915144,1.9412828819636258e-06,5.055848268374285e-06,5.2962059681901845,High-up
JUN,4.7532034,0.20901819,2.002189307722141e-06,5.2095058939970365e-06,5.283203466275664,NS
PTAR1,4.7372074,0.23106143,2.166831801958828e-06,5.632525673598019e-06,5.249296820043273,NS
LIF,4.7357492,2.8971384,2.1824754091829556e-06,5.667797355406688e-06,5.246585685771426,High-up
TPM2,4.7248096,1.0210651,2.303308700928911e-06,5.975915831849747e-06,5.223595527996645,High-up
RHEB,4.7131658,0.31082305,2.4389790137058807e-06,6.315915322696177e-06,5.199563701198942,High-up
PLTP,4.7104917,1.9776844,2.4712010940147508e-06,6.393296769742707e-06,5.19427513563023,High-up
LZTFL1,4.7050905,0.60188025,2.537530557408665e-06,6.558688252450779e-06,5.183183011491319,High-up
CCDC22,4.6974173,0.27625865,2.634721127043966e-06,6.803457579474589e-06,5.167270318756041,High-up
TCEB3-AS1,4.691972,0.89307344,2.705845033730197e-06,6.9673596909999034e-06,5.156931768368237,High-up
TYROBP,4.6912584,0.7646384,2.715294210238588e-06,6.9851071397098145e-06,5.155826928157112,High-up
DHX33,4.6835,0.71419597,2.8201759056761274e-06,7.241278735251109e-06,5.140184735097584,High-up
C3orf67,4.682961,1.6327311,2.8276027076039023e-06,7.253531077158555e-06,5.139450523912062,High-up
ETV4,4.677747,1.2379531,2.900445717805258e-06,7.433412477527171e-06,5.128811767675491,High-up
XG,4.6644454,3.725217,3.0945056883643585e-06,7.923326654743605e-06,5.101092439059117,High-up
GPKOW,4.5615554,0.15855163,5.077603195427231e-06,1.2928249701684245e-05,4.888460268341123,NS
CCDC51,4.5559683,0.3315513,5.214476242224938e-06,1.3264384631060084e-05,4.877312893253012,High-up
SKA3,4.540317,2.5777745,5.6169655089884845e-06,1.4261663355535818e-05,4.845829819224503,High-up
BRAF,4.5194273,0.49002734,6.2007137003952755e-06,1.572920132727938e-05,4.803293328741074,High-up
MYL9,4.4970503,1.3030703,6.89026461370816e-06,1.7462154846614745e-05,4.7579021649689315,High-up
MALAT1,4.490499,0.33626527,7.105649425045665e-06,1.7991319952942315e-05,4.74493697299407,High-up
KLHDC3,4.4871807,0.18963224,7.217182448550634e-06,1.8256798564296604e-05,4.738575376186024,NS
ZC3H11A,4.484855,0.12719639,7.296346692781756e-06,1.8439980725883216e-05,4.734239537222028,NS
PGM5,4.480078,3.3283503,7.4615629970699744e-06,1.8805341428039826e-05,4.725718777159552,High-up
ZNF777,4.463645,1.5045131,8.057694995776364e-06,2.02145295945464e-05,4.694336360532126,High-up
AREG,4.459942,0.8159649,8.198181293294282e-06,2.0548102103926585e-05,4.687228284924451,High-up
KIAA2026,4.436897,0.32366854,9.126506384494506e-06,2.2812090981188462e-05,4.641834904992012,High-up
TFF1,4.4225216,1.1166161,9.755554435694721e-06,2.4362134111808025e-05,4.613284670374723,High-up
ZNF557,4.419823,0.92298067,9.878161151078461e-06,2.464578654314736e-05,4.608257317257771,High-up
MET,4.400465,0.30445185,1.0801918549186115e-05,2.690140517445439e-05,4.5702250343629025,High-up
CTD-2147F2.1,4.317497,4.1336293,1.5780872213030406e-05,3.90873462248405e-05,4.40796381432169,High-up
YIPF6,4.304698,0.14870533,1.6721380674172683e-05,4.134191131388215e-05,4.383609448998426,NS
BMPR1B,4.300731,4.3148875,1.7023534572428075e-05,4.205090095106103e-05,4.376224694898587,High-up
AAR2,4.294925,0.21240419,1.747520614902239e-05,4.312760903263701e-05,4.365244618198015,NS
ZNF689,4.283139,0.59349734,1.8427463741466646e-05,4.5395699676904307e-05,4.342985285800319,High-up
NSD1,4.2726135,0.2124986,1.9319523901866584e-05,4.7550395765675234e-05,4.3228458640444725,NS
CA2,4.2686467,0.16317414,1.9666228020931815e-05,4.836015747361451e-05,4.315512293629908,NS
FOS,4.2623954,0.30965585,2.022472343023764e-05,4.968018168561327e-05,4.303816824568292,High-up
STXBP5-AS1,4.2617874,3.3561347,2.0279814823693873e-05,4.973469847247007e-05,4.303340510719929,High-up
GSTCD,4.254673,1.1737937,2.0935471295778895e-05,5.1296598726518333e-05,4.289911430273673,High-up
CTSK,4.2535143,1.852198,2.1044151116079872e-05,5.151668534868298e-05,4.288052087827713,High-up
CRAMP1,4.2408047,0.97917074,2.227200762095661e-05,5.447370171929584e-05,4.263813111570275,High-up
SYT12,4.2226496,0.8359049,2.414472737431174e-05,5.8948521167667276e-05,4.229527085509989,High-up
THBS3,4.2214785,0.7690589,2.4270513812993793e-05,5.920271762240986e-05,4.227658357106012,High-up
ZNF333,4.2046766,2.1873953,2.614557415107177e-05,6.366284187230666e-05,4.1961139786287225,High-up
KCTD12,4.18719,2.5937486,2.824294023594255e-05,6.864743124963973e-05,4.16337570919167,High-up
CSTF2T,4.1572733,0.2595982,3.2206881952111036e-05,7.814316296018415e-05,4.107109014043488,High-up
ZNF529-AS1,4.1550527,1.1143229,3.2521230652831106e-05,7.883584928441401e-05,4.103276249439887,High-up
NR4A2,4.1533875,1.1805795,3.27589026981463e-05,7.934159766962385e-05,4.100499058561698,High-up
A2M,4.152703,0.19480059,3.2857109555334315e-05,7.95089666121996e-05,4.099583891084281,NS
TMED8,4.1434817,0.69583344,3.420725446372978e-05,8.262972519443833e-05,4.08286369159473,High-up
CTGF,4.142242,0.26708293,3.439274509819849e-05,8.30043989472423e-05,4.080898890902368,High-up
C10orf12,4.097565,1.9851046,4.175187998202867e-05,0.00010041033108354079,3.998221600918599,High-up
REEP1,4.080415,1.5940943,4.4955412439306306e-05,0.00010782983914327027,3.967261042655129,High-up
EXOC7,4.0787253,0.07838798,4.528331357028631e-05,0.00010852106374914228,3.964485957832314,NS
RP11-136K7.2,4.0726113,1.1656529,4.648894695276741e-05,0.00011121523911993045,3.95383570005392,High-up
VIM,4.070213,1.4233807,4.697019443525823e-05,0.000112268216270451,3.9497431774170373,High-up
KCNMB3,4.068353,1.1271763,4.734657091832207e-05,0.00011306890887137753,3.946656798804698,High-up
UBL7-AS1,4.05352,0.87845457,5.0452597308592335e-05,0.00012038121908041421,3.9194412629615853,High-up
SLC22A3,4.034251,0.4503137,5.4776715635942045e-05,0.0001305846309924901,3.8841079338413627,High-up
PF4V1,4.024973,3.0428236,5.6981852534940025e-05,0.00013560489645074577,3.8677246285873386,High-up
FAM27C,4.0052013,3.5717416,6.196468670114928e-05,0.0001473346597628719,3.8316950754716825,High-up
TNKS1BP1,3.9991887,0.2965283,6.355996940397111e-05,0.00015073423299622314,3.821788104599778,High-up
COQ4,3.996081,0.09150324,6.439964853656364e-05,0.00015259309609877872,3.8164651150969373,NS
SSR3,3.988756,0.28465486,6.642070694766415e-05,0.00015710941245109823,3.8037977955257745,High-up
TRIM7,3.9762244,0.8247558,7.001804589074759e-05,0.00016518937942445805,3.782017878357189,High-up
NCKAP5L,3.974859,1.2735834,7.042094563064141e-05,0.00016599656899302188,3.779900888362337,High-up
PRR26,3.9738178,2.018495,7.072967452781252e-05,0.00016658057828446878,3.778375634595322,High-up
ANO5,3.9733317,1.232111,7.087426619329442e-05,0.00016677734301471175,3.7778629493339757,High-up
QTRT1,3.9469519,0.055010304,7.91524808238767e-05,0.0001854584713643492,3.731753324196985,NS
MOSPD3,3.9434876,0.12199885,8.030510792495517e-05,0.00018799790475662172,3.7258469909368954,NS
PHKB,3.9408138,0.07030619,8.12056869412798e-05,0.00018994343897566472,3.72137570324575,NS
LHX2,3.9397724,1.5168713,8.155894254421793e-05,0.00019060652782789,3.7198622298724833,High-up
RAB3A,3.9357858,1.4328024,8.292495805157122e-05,0.0001936333208520449,3.7130199062373475,High-up
NAA10,3.9337802,0.21574567,8.36202777433379e-05,0.00019509017830469613,3.709764594344302,NS
CXCL9,3.9269898,2.5739214,8.601566460026119e-05,0.00020033656921390755,3.6982397678397456,High-up
NDUFA5,3.925519,0.18486299,8.654294757694865e-05,0.00020139295807514797,3.6959557190980536,NS
N4BP2L2,3.9247532,0.07130643,8.681869090025283e-05,0.00020186269237403468,3.6949439385761456,NS
CHCHD4,3.919782,0.11000334,8.862912247381774e-05,0.00020589690697148816,3.6863501773999605,NS
NCAM2,3.9139922,3.2522597,9.07825536463345e-05,0.00021072042188766853,3.676293372871552,High-up
IFI30,3.9034379,1.2433783,9.4835896752356e-05,0.00021975544523107428,3.6580603549139887,High-up
TMEM144,3.9021454,1.8024175,9.534384039470302e-05,0.00022074523047315987,3.6561086712229436,High-up
GNA15,3.9009218,2.808944,9.582708129541737e-05,0.00022167619483410688,3.654280942010801,High-up
CCDC144NL-AS1,3.9006789,3.13296,9.592336439870203e-05,0.00022171119419395427,3.6542123788118483,High-up
AVEN,3.897863,0.40273637,9.704532141112279e-05,0.00022411480819542476,3.649529446878192,High-up
TIA1,3.8941557,0.18643987,9.854133260812151e-05,0.00022737746679509118,3.643252576286086,NS
PSMB3,3.8789744,0.34956202,0.00010489776076944109,0.00024143275688467823,3.617203806446058,High-up
POLR3G,3.8664348,1.3880341,0.0001104379502578726,0.00025375650134946,3.5955828221269064,High-up
CCDC106,3.8476315,0.38286853,0.00011926527187370849,0.00027380901072182487,3.5625522638631875,High-up
AREL1,3.8343341,0.63817286,0.00012590485696218365,0.0002885671721650048,3.5397530764251526,High-up
DNAJC3-AS1,3.8181238,0.72913,0.0001344704137093056,0.00030794062887998567,3.51153300764009,High-up
SH3BGR,3.8128083,1.0348626,0.0001373967403784627,0.0003143784712847237,3.5025472022076234,High-up
IL10RB,3.8042877,0.007637458,0.0001422128031846065,0.00032512583958187863,3.487948513303395,NS
RP11-428J1.5,3.7937374,2.2124398,0.00014839660043895045,0.0003384136163599438,3.470552171073268,High-up
TMEM92,3.793454,0.14460272,0.00014856627482182105,0.0003385179839976773,3.470418254176813,NS
FAM3B,3.7919953,0.76069736,0.00014944177496525554,0.0003402010915727791,3.4682642972393993,High-up
MMP7,3.7918088,1.0821052,0.00014955399376973195,0.0003402010915727791,3.4682642972393993,High-up
REG1A,3.7914767,0.96275735,0.0001497542327750337,0.000340373181315634,3.4680446661710964,High-up
C1orf159,3.7674427,1.3057225,0.00016492838083979243,0.000374550570618714,3.4264895369553527,High-up
CHST9,3.7572489,1.2232364,0.00017179158255539295,0.00038981279363898137,3.409143911458431,High-up
RP11-532F12.5,3.7545547,0.5806359,0.00017364996488808445,0.0003937026589827773,3.404831652068678,High-up
GABRE,3.7475739,0.35627946,0.00017855333107451605,0.0004044839970941773,3.3930986560323637,High-up
AGO1,3.7284138,0.38672486,0.00019268874192689852,0.00043614386325127325,3.360370233872226,High-up
PLEKHG6,3.7207725,0.84595877,0.00019861422313459563,0.00044918382251963186,3.3475758933655473,High-up
ITM2B,3.7165833,0.14703451,0.0002019351075867248,0.0004563165541165692,3.340733775735184,NS
ITM2A,3.6873634,1.6136649,0.00022658974179007774,0.0005107616951901753,3.2917816803031363,High-up
TIRAP,3.678863,1.1153668,0.000234275973857392,0.000527652069726624,3.2776523539916056,High-up
CUL7,3.6776395,0.44065565,0.00023540231667788602,0.0005297521657034469,3.275927259154905,High-up
DNASE1L1,3.669812,0.17714958,0.00024272903089888955,0.0005457907098072151,3.262973860959637,NS
SP1,3.66903,0.06690384,0.00024347258044629064,0.0005470124093579491,3.2620028212816505,NS
DHX37,3.6668541,0.5610531,0.0002455526794866491,0.0005512324735887636,3.258665205677741,High-up
DSTN,3.658573,0.28567448,0.0002536236905960325,0.0005688833519773076,3.24497677540815,High-up
PTCH1,3.6406648,1.1048034,0.0002719349345714452,0.0006094554891297689,3.215058007077939,High-up
CPNE1,3.6083698,0.053988922,0.0003081271591052476,0.00069000278579962,3.161149155849759,NS
SLC35C1,3.5897121,0.04807823,0.0003310432154332003,0.0007407125835900927,3.1303502772772314,NS
MFAP2,3.5882618,2.6649945,0.00033288997902008,0.0007442352067781166,3.1282897891011023,High-up
ALKBH8,3.588043,1.4926767,0.0003331693764154114,0.0007442508065142305,3.1282806860537735,High-up
YIPF3,3.5577006,0.1954611,0.0003741151941666801,0.0008350348941694199,3.078295375979161,NS
PRKAR2A,3.546575,0.115782425,0.00039027348227178095,0.0008696795706088951,3.0606407316915054,NS
LINC00294,3.5212972,0.9906671,0.0004294408112343932,0.0009546235120360962,3.020167873320094,High-up
CHST11,3.5157142,2.4446385,0.0004385727337509654,0.0009741306574045833,3.011382788517465,High-up
PTGR1,3.5146568,0.33411324,0.00044032265504609917,0.0009772229842290358,3.01000632699695,High-up
CFHR3,3.5139477,0.21863668,0.00044149962166017823,0.000979039745434746,3.0091996770705958,NS
KDM4C,3.5027695,0.64936066,0.00046044778226127074,0.0010202297981652811,2.9913019960471745,High-up
CENPP,3.4891887,1.1027507,0.00048448921057465906,0.0010700279088843724,2.970604894729361,High-up
WFDC2,3.4575903,0.5059251,0.0005450294550749553,0.0012008229606974014,2.920521016626838,High-up
IER2,3.4558158,0.13961603,0.000548630185968646,0.001207782166048623,2.9180113874151132,NS
PEG10,3.4247117,0.26864704,0.0006154518870825284,0.001351619417612112,2.8691455776982533,High-up
RP11-1246C19.1,3.3983886,2.227049,0.0006778403155154411,0.0014862437736662803,2.827909951763019,High-up
ARL6IP5,3.3907232,0.092830144,0.00069708481003524,0.0015272138741108867,2.816100139209446,NS
WDR62,3.3789248,1.6173124,0.0007276986942034775,0.0015930070773749203,2.797782294721124,High-up
AKR1C3,3.3657937,0.4341376,0.0007632373977351537,0.0016667982179156193,2.778116972547509,High-up
ANOS1,3.3539186,3.6209047,0.0007967578914577116,0.0017386122679412686,2.7597972602449494,High-up
CYB5D1,3.3496158,0.682041,0.0008092370479352107,0.0017644338507254553,2.7533946188588017,High-up
PLAUR,3.3491256,1.3157095,0.0008106703242946242,0.0017661493827535195,2.7529725661254814,High-up
CDV3,3.3454347,0.053636245,0.0008215372200196447,0.0017883981554531229,2.7475357867334083,NS
AIF1,3.3220165,0.8226482,0.0008936940132998842,0.001939463678079743,2.7123183493752157,High-up
GNG4,3.3200555,0.68248856,0.0008999953439043089,0.0019514184758306127,2.7096495874708504,High-up
ZNF513,3.3135083,0.31536368,0.0009213340061907312,0.0019945202099152753,2.700161558747365,High-up
CLDN16,3.3090758,1.2976862,0.0009360449438787273,0.002021561096187101,2.694313128762182,High-up
SDCBP2-AS1,3.3054943,0.61446726,0.0009480906692799106,0.002044343889875861,2.6894460474251267,High-up
RP11-53O19.1,3.2918038,1.8849456,0.0009954698988006634,0.0021414360342704034,2.669294893659796,High-up
SGSH,3.2748723,0.5181764,0.0010570971312777282,0.0022668676315939977,2.6445738387383604,High-up
AFP,3.236901,0.12109639,0.0012083531437553654,0.0025831148581687466,2.587856282498822,NS
NPB,3.2264965,0.5176522,0.0012531573129739098,0.0026767988890107285,2.572384256632955,High-up
COL4A3,3.2258646,2.375696,0.0012559278749647489,0.002680621058127886,2.571764575049471,High-up
NADK2,3.2186406,0.18299493,0.0012879982199671127,0.002746925165456793,2.5611531719124807,NS
KRT10,3.2093017,0.09844501,0.0013305779852736833,0.0028311051836197062,2.548043995058411,NS
FGFR2,3.20053,0.31985053,0.0013717507519780806,0.0029141703377948028,2.535485066635256,High-up
FRAS1,3.1979127,2.1899004,0.0013842617482303996,0.0029384639441845,2.531879633837716,High-up
COL6A1,3.1794214,-0.020036338,0.0014756942628314517,0.0031301216817201287,2.5044387791716303,NS
EIF1,3.137277,0.15337072,0.0017052503782455904,0.003611429483230196,2.4423208607546787,NS
SLC9B2,3.116314,0.16147558,0.0018312717884899198,0.0038633471244435996,2.4130362684387934,NS
RPTOR,3.1133726,0.5384466,0.0018496238773746745,0.0038990528032311813,2.409040883304795,High-up
IL17RB,3.0992405,0.11581793,0.0019401736757813464,0.004086780633951148,2.3886186732796904,NS
NAIF1,3.0970488,0.85884106,0.0019545773777661555,0.004113948687255113,2.3857411295058872,High-up
AKAP9,3.095817,0.13384727,0.0019627141568365506,0.004127894593131221,2.384271401062515,NS
SPX,3.0805993,0.4044041,0.0020658443068594886,0.004338114255449749,2.3626990139036823,High-up
COLEC11,3.0713902,0.22605939,0.002130645788238347,0.004470755985765871,2.3496190333141134,NS
UGT2B15,3.0656815,0.12793304,0.002171745682692198,0.004553499006228001,2.3416547538701176,NS
IGHG2,3.0631776,2.3428967,0.002190000720290756,0.004588253042817749,2.338352638706905,High-up
DNAH11,3.053081,0.94026446,0.0022650476354536576,0.0047418468506202245,2.324052476718989,High-up
RPL36,3.0501842,0.23682661,0.002287010854601317,0.004784160531983766,2.3201942560712734,NS
CXCL13,3.0450346,1.7936223,0.002326535383201776,0.004859399592436737,2.313417387075111,High-up
TSEN15,3.0386372,0.013780824,0.0023765088803200923,0.004956200199262971,2.3048511591807315,NS
RAD51,3.0255222,1.5831492,0.002482041684320396,0.0051644614482584325,2.286974960154859,High-up
CXCL1,3.0220218,0.5716178,0.002510925836132091,0.005220585528396402,2.282280784834779,High-up
THTPA,3.0179296,0.21364233,0.0025450805097600553,0.005283215897631425,2.2771016415874974,NS
SCML2,3.0126624,1.8076302,0.0025896673294095026,0.005363118873899423,2.2705825767631285,High-up
PKP2,3.0124762,0.055531558,0.002591258021064143,0.005363118873899423,2.2705825767631285,NS
HLA-DPA1,3.0100737,0.6756533,0.0026118442576164307,0.0054016339983407186,2.2674748458956966,High-up
TOMM5,3.00947,0.11753844,0.002617040304046271,0.00540828601411075,2.2669403490439564,NS
MZT2A,3.003911,0.16351113,0.0026653318154456723,0.0055039202719558405,2.2593278657791616,NS
IGSF3,2.9946046,0.5728049,0.002748007756953282,0.005666080899619899,2.2467172289670665,High-up
PLAC8,2.994159,1.559863,0.002752025152140912,0.005670085004260159,2.2464104302421197,High-up
PQLC2L,2.9745452,2.220038,0.0029342313486400307,0.006036385575666087,2.2192230273397944,High-up
PAPSS1,2.953234,-0.033165105,0.0031446348639911606,0.00646436602590207,2.189474060876879,NS
EXPH5,2.942481,0.801373,0.003255936354951612,0.006673081861761293,2.175673547426594,High-up
MANEAL,2.931619,0.64985764,0.0033720031472572434,0.0068954435616068776,2.1614377918286274,High-up
RP13-638C3.4,2.927,1.5540665,0.0034224882275099055,0.006993446400566239,2.1553087493065872,High-up
HIST1H1A,2.919938,2.5637188,0.00350100854602453,0.007137877125178371,2.1464309324683817,High-up
LRP3,2.9177017,0.022081217,0.0035262152312976252,0.007183907540570553,2.143639265828281,NS
DNAJC6,2.9013414,1.1997864,0.003715687886359827,0.007558644307918874,2.1215560910578763,High-up
NES,2.8970063,2.039003,0.003767422640160317,0.007652687364311621,2.116186028566236,High-up
IGLV2-11,2.8969982,3.0647974,0.003767519950585333,0.007652687364311621,2.116186028566236,High-up
DYDC2,2.8908358,1.4158217,0.0038421894661179166,0.007798559897053602,2.1079855878872267,High-up
CXCL10,2.8859696,1.3423041,0.0039020966505946757,0.007908403597496035,2.1019111750067294,High-up
HEY2,2.8846085,0.9255474,0.003919007910817619,0.007936789927615815,2.100355114526748,High-up
LGALS1,2.8746495,0.14367765,0.004044760481282754,0.008185396766566284,2.086960264406708,NS
ZDHHC4,2.8734705,-0.028205197,0.004059888178954204,0.008209929315250102,2.0856605819949303,NS
MOV10,2.8536868,-0.038005795,0.004321511420173925,0.008713187601413404,2.059822935181863,NS
TTC30A,2.8423383,1.0831761,0.004478393849317292,0.009022840705261681,2.044656709864583,High-up
SMARCA2,2.8383758,0.1612852,0.004534374972406569,0.009128896407232679,2.0395817211752627,NS
PROM1,2.8302362,2.4060285,0.0046513640769073866,0.009350645075872686,2.0291584272848944,High-up
DEFB1,2.826902,0.20671399,0.004700073500555254,0.009434680972459189,2.025272780633448,NS
ABLIM2,2.8241994,2.233114,0.0047398882927862,0.009507617339127679,2.021928305998294,High-up
C3orf52,2.8229637,2.9886732,0.00475819596672698,0.009537337770431482,2.0205728362984656,High-up
MFI2,2.8216672,0.40582198,0.0047774727948760145,0.009563757542438964,2.0193714425223424,High-up
DGKG,2.8168256,1.0250064,0.0048500860656147116,0.009700172131229423,2.0132205590348042,High-up
MIR548XHG,2.8134952,2.356969,0.004900612374814479,0.009794054870514381,2.0090374672062157,High-up
DCTN4,2.8012755,-0.08453399,0.005090102647832803,0.010165321954590072,1.9928788618968094,NS
MAP6,2.7911468,4.0704856,0.005252166643712227,0.010473663701183798,1.9799013749700423,High-up
B4GALT6,2.7869573,0.7395078,0.0053205482565445794,0.010602288721283581,1.9746003732511748,High-up
URB2,2.7836473,0.72772944,0.005375146532644865,0.010695484579159338,1.970799534113729,High-up
KCND2,2.772092,4.4882774,0.0055697273782614265,0.011066541961752885,1.9559880648976504,High-up
CAPG,2.7593093,0.40467337,0.005792366735097492,0.01149219021081071,1.939597194477701,High-up
TLN2,2.7548406,0.6998525,0.0058720753673973634,0.01164187946569637,1.933976901499681,High-up
IGHA1,2.749869,0.6344921,0.005961905465134507,0.011794298139570943,1.9283278982019325,High-up
ZNF74,2.7264593,1.5247923,0.006401786408935052,0.012646189782509445,1.8980403049774774,High-up
FAM149B1,2.7235177,0.5521609,0.006459074094839123,0.012750137591835612,1.8944851285592388,High-up
DCLRE1A,2.721488,0.70403504,0.0064988758424545864,0.01281944317804038,1.8921308383083328,High-up
JCHAIN,2.7212245,1.4328424,0.0065040558777036,0.012820404515069432,1.8920982715495784,High-up
PSMB5,2.7195148,0.2649765,0.00653777668106258,0.012877581753902644,1.8901656843007255,High-up
MSX1,2.71804,3.5202932,0.0065669890906189035,0.012925802734561127,1.8885424762909029,High-up
SPCS1,2.7012868,0.2577714,0.006907175384421966,0.013566069842013523,1.8675459513928454,High-up
PTGDS,2.6951487,1.0015756,0.007035723810169244,0.013808618857314924,1.8598497575287605,High-up
RPS2,2.6900964,0.20910156,0.007143139814589148,0.01400937399386759,1.853581270644497,NS
CFAP70,2.6838124,1.0076966,0.007278795252653634,0.014265185531025631,1.8457225755963422,High-up
C2orf74,2.669551,0.017832806,0.0075952786996305996,0.014864112756010598,1.8278610088719978,NS
GPX2,2.667695,0.046010293,0.007637351871276962,0.014935751834165109,1.825772911043718,NS
MZB1,2.6662407,2.10285,0.007670476548300932,0.014989801094390662,1.8242041299390241,High-up
GPR161,2.664709,2.8273308,0.007705493458119404,0.015047468282760696,1.8225365634134751,High-up
FCGR3A,2.6580768,1.7609283,0.007858800091308838,0.015335887035325534,1.8142910991463905,High-up
RTKN2,2.6320858,1.0174875,0.008486241335669597,0.01647790428503862,1.7830980241509995,High-up
ZNF229,2.62959,1.2561324,0.00854878774145288,0.0165875625778759,1.7802174257145509,High-up
FBXO27,2.6026592,0.23082809,0.009250383805077754,0.017923438691824414,1.7465786653425908,NS
FST,2.5999043,0.04109462,0.009324978978052217,0.018055168368560352,1.7433984573232388,NS
IGLV1-44,2.5911448,3.494967,0.009565726383548252,0.018508190141539534,1.7326360474800493,High-up
S100A9,2.5818503,0.6043468,0.00982721808203955,0.018973823180305334,1.7218451509871011,High-up
MTBP,2.574748,1.6790363,0.010031315405283934,0.019340546003694923,1.7135312694957985,High-up
SRSF6,2.570352,-0.08670395,0.01015952258969188,0.019560123830189017,1.7086284001313645,NS
KLHL2,2.5619206,0.206093,0.01040950911460613,0.019985087070347116,1.6992939552803379,NS
TGM3,2.5507343,0.6016748,0.010749625032357567,0.020623483809845116,1.6856379699160682,High-up
BCL11A,2.550491,2.750014,0.010757124607990224,0.020623483809845116,1.6856379699160682,High-up
COLGALT2,2.5387254,2.7523596,0.011125710871786385,0.02131517678942525,1.6713110609359934,High-up
TFEC,2.5151737,3.6648028,0.011897378671301551,0.02274572325402088,1.643100249195144,High-up
HLA-DMB,2.5049028,1.0207812,0.012248503140995076,0.023384284123828477,1.6310759208519006,High-up
SETD9,2.5029702,-0.033016767,0.012315589631555086,0.0234959433473523,1.6290071136405992,NS
CORO2A,2.4986959,0.091467835,0.012465124798289498,0.023764634297925264,1.6240688644584333,NS
PAK3,2.4981287,3.0613775,0.012485088688832347,0.023786096442043214,1.6236768245781565,High-up
LOXL4,2.4882996,1.0763346,0.01283555915031779,0.024436757908479583,1.611956413644545,High-up
COL4A2,2.4715502,0.8792136,0.013452863217408,0.02557635512175272,1.5921613466164553,High-up
TJP3,2.4655135,0.5845596,0.013681704545726127,0.025993335757248805,1.5851379833691164,High-up
ARL4C,2.4635525,0.42062134,0.013756775887816626,0.026117798280413496,1.5830634366990077,High-up
SLIT2,2.443327,3.1532834,0.01455254468765379,0.02757111795192105,1.5595456237924203,High-up
STRIP2,2.440333,2.0191326,0.014673733229843455,0.027781454735919836,1.5562450167970678,High-up
TNFAIP3,2.4326713,0.07432668,0.014987897606959734,0.028341788287917762,1.5475727504515717,NS
LINC00941,2.4323595,2.6730752,0.015000814738041393,0.028341788287917762,1.5475727504515717,High-up
RPLP0,2.4204438,0.26513475,0.015501579333731214,0.029209066483286833,1.5344823227811857,High-up
FLOT2,2.4189243,-0.18594538,0.015566476605325945,0.02930917579996587,1.5329963941360998,NS
CLIC3,2.418203,0.5538867,0.015597364760863916,0.029347107800743955,1.5324346926469965,High-up
KCNH2,2.389287,3.1885679,0.016881105325065548,0.031713814812435535,1.4987515141273733,High-up
HLA-DPB1,2.3887522,0.6045465,0.016905697024288815,0.031721404031838624,1.4986475984734355,High-up
PRRX1,2.3882499,3.4965415,0.016928826953311264,0.031743002907650225,1.49835199111193,High-up
GINS1,2.3872046,0.46231648,0.016977041155837733,0.03181157506018429,1.4974148274970922,High-up
FFAR2,2.3865807,3.0455601,0.01700587757155585,0.03184376800924646,1.4969755486981187,High-up
PGAM2,2.371517,2.5994923,0.017715237628922742,0.03312664558673301,1.4798225386706367,High-up
DERL3,2.3652613,0.76718515,0.018017356446927184,0.03366854843570798,1.472775607103192,High-up
XRCC3,2.359354,1.5169638,0.018306780628526642,0.03418600456400191,1.4661516537281778,High-up
TPPP3,2.3509753,0.9328443,0.018724272307592184,0.03487028762395491,1.4575444703762084,High-up
TNFSF13B,2.338363,1.8043203,0.019368434059585667,0.036045341860209835,1.4431508511974678,High-up
HLA-DRA,2.3317628,0.18268473,0.019713172157908142,0.036661937600684175,1.4357845860991616,NS
CTSB,2.3255315,-0.010335569,0.020043557944200586,0.03722569701125493,1.4291571618012293,NS
SUCNR1,2.3224077,1.41753,0.020210991616834786,0.037511161071462386,1.425839493057349,High-up
