covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
RLP3_RLP4_combined_score,0.38424690041470266,1.4685079721530045,0.10946839621593993,0.16969278638609966,0.5988010144433057,1.1849407654623472,1.819935415451326,0.0,3.5101172000065497,0.0004479092232902413,11.124506005255618
